territoire;spécialité;total;genre_femme;genre_homme;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;femme_60-64;femme_65plus;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64;homme_65plus
Namur;Neurochirurgie;15;1;14;0;0;0;0;1;0;0;0;0;0;0;2;1;2;1;3;1;4
Namur;Chirurgie plastique, reconstructive et esthétique;9;2;7;0;0;0;0;0;1;0;0;1;0;1;0;2;1;0;2;1;0
Namur;Urologie;20;5;15;0;1;0;0;3;0;1;0;0;0;0;3;2;0;3;2;0;5
Namur;Orthopédie;72;7;65;0;0;2;1;2;1;0;0;1;0;2;8;10;7;2;7;5;24
Namur;Neurologie;31;22;9;0;5;2;1;3;5;1;4;1;0;0;1;0;0;1;2;1;4
Namur;Psychiatrie;44;16;28;0;0;0;2;1;4;5;3;1;0;0;0;0;1;6;3;4;14
Namur;Neuropsychiatrie;3;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
Namur;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;10;6;4;0;0;2;2;0;1;0;0;1;0;1;0;0;1;0;1;0;1
Namur;Psychiatrie, particulièrement en psychiatrie adulte;27;16;11;0;1;2;5;4;2;0;1;1;0;0;4;3;3;1;0;0;0
Namur;Pneumologie;39;16;23;0;3;5;2;2;1;1;1;1;0;2;4;1;1;3;4;4;4
Namur;Gastro-entérologie;40;13;27;0;1;3;3;3;0;1;1;1;0;0;2;0;1;4;2;5;13
Namur;Cardiologie;60;16;44;0;1;3;3;1;3;4;1;0;0;3;7;3;2;7;3;6;13
Namur;Médecine interne;104;41;63;0;4;6;7;4;8;4;3;5;0;4;2;5;7;10;7;4;24
Namur;Rhumatologie;18;8;10;0;1;1;1;1;3;1;0;0;0;0;0;1;0;1;0;3;5
Namur;Médecine aiguë;32;20;12;0;2;0;1;5;7;2;1;2;0;1;1;0;3;2;2;2;1
Namur;Gynécologie-obstétrique;76;47;29;0;4;6;10;8;4;4;3;8;0;2;1;0;4;2;2;3;15
Namur;Ophtalmologie;55;27;28;0;1;4;2;4;2;2;0;12;0;2;4;3;2;2;4;3;8
Namur;Oto-rhino-laryngologie;42;18;24;0;3;3;0;1;1;4;5;1;0;0;2;1;4;1;2;2;12
Namur;Stomatologie;24;3;21;0;0;0;0;1;1;0;1;0;1;3;4;0;0;4;1;0;8
Namur;Dermato-vénéréologie;35;23;12;0;7;6;2;0;2;2;1;3;0;1;0;0;1;0;1;1;8
Namur;Pédiatrie;93;59;34;0;8;12;6;7;6;2;4;14;0;1;2;6;2;1;5;2;15
Namur;Médecine physique et réadaptation;29;17;12;0;0;1;2;2;1;3;3;5;0;2;0;1;0;0;2;1;6
Namur;Biologie clinique;42;23;19;0;0;1;1;4;2;1;3;11;0;1;0;1;1;0;0;1;15
Namur;Radiodiagnostic;96;31;65;0;2;7;3;5;3;5;2;4;0;6;6;6;4;7;5;4;27
Namur;Radiothérapie-oncologie;17;13;4;0;0;1;4;1;2;0;4;1;0;0;0;0;3;1;0;0;0
Namur;Médecine nucléaire;21;7;14;0;0;0;1;2;0;1;2;1;0;1;0;0;1;1;2;2;7
Namur;Anatomie pathologique;8;6;2;0;0;1;1;0;3;0;1;0;0;0;0;0;0;1;0;1;0
Namur;Oncologie médicale;19;11;8;0;4;2;1;1;0;0;2;1;0;0;2;1;0;1;2;1;1
Namur;Génétique clinique;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namur;Médecine du travail;58;37;21;0;0;0;3;7;7;4;6;10;0;0;1;0;2;1;2;3;12
Namur;Médecine d'assurance et expertise médicale;42;14;28;0;0;0;0;2;0;5;2;5;0;0;0;0;1;1;1;5;20
Luxembourg;Toutes les spécialités;521;216;305;0;14;30;30;40;31;25;19;27;1;14;15;13;30;22;36;43;131
Luxembourg;Gériatrie;9;9;0;0;0;3;2;2;1;0;1;0;0;0;0;0;0;0;0;0;0
Luxembourg;Médecine d'urgence;9;2;7;0;0;1;1;0;0;0;0;0;0;1;3;0;1;1;0;0;1
Luxembourg;Anesthésie-réanimation;44;19;25;0;1;3;4;6;1;2;1;1;0;1;2;0;2;1;2;7;10
Luxembourg;Chirurgie;31;8;23;0;0;2;1;3;2;0;0;0;0;0;2;2;2;3;1;4;9
Luxembourg;Neurochirurgie;5;1;4;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3
Luxembourg;Chirurgie plastique, reconstructive et esthétique;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxembourg;Urologie;11;2;9;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;1;0;6
Luxembourg;Orthopédie;28;4;24;0;1;0;0;1;1;0;1;0;0;0;2;1;1;3;4;6;7
Luxembourg;Neurologie;10;8;2;0;0;3;0;1;3;0;1;0;0;0;0;0;0;0;1;0;1
Luxembourg;Psychiatrie;21;6;15;0;0;0;1;0;0;1;2;2;0;0;0;0;2;2;1;2;8
Luxembourg;Neuropsychiatrie;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Luxembourg;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;5;5;0;0;0;0;1;2;1;0;0;1;0;0;0;0;0;0;0;0;0
Luxembourg;Psychiatrie, particulièrement en psychiatrie adulte;4;2;2;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0
Luxembourg;Pneumologie;12;3;9;0;0;1;1;1;0;0;0;0;0;1;2;1;1;0;0;2;2
Luxembourg;Gastro-entérologie;8;3;5;0;0;0;1;0;0;1;1;0;0;0;0;1;0;1;1;1;1
Luxembourg;Cardiologie;23;7;16;0;1;4;1;0;0;0;0;1;0;2;1;0;2;1;4;0;6
Luxembourg;Médecine interne;37;12;25;0;3;1;1;3;1;3;0;0;0;1;0;1;8;1;3;1;10
Luxembourg;Rhumatologie;5;3;2;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1
Luxembourg;Médecine aiguë;4;3;1;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;1;0;0
Luxembourg;Gynécologie-obstétrique;34;17;17;0;3;3;5;1;3;2;0;0;0;1;0;1;1;3;0;2;9
Luxembourg;Ophtalmologie;18;7;11;0;0;1;0;2;0;1;1;2;1;0;0;0;1;0;2;3;4
Luxembourg;Oto-rhino-laryngologie;14;7;7;0;0;0;1;1;1;3;1;0;0;0;0;2;0;0;1;1;3
Luxembourg;Stomatologie;8;3;5;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;3
Luxembourg;Dermato-vénéréologie;8;5;3;0;1;0;1;0;0;2;1;0;0;0;0;0;0;0;0;1;2
Luxembourg;Pédiatrie;37;29;8;0;3;3;4;7;3;2;3;4;0;1;1;0;1;0;1;2;2
Luxembourg;Médecine physique et réadaptation;7;3;4;0;0;1;0;0;2;0;0;0;0;0;0;1;0;0;1;0;2
Luxembourg;Biologie clinique;9;4;5;0;0;0;0;0;0;1;1;2;0;1;0;0;0;0;0;0;4
Luxembourg;Radiodiagnostic;41;9;32;0;0;0;1;2;2;2;0;2;0;3;0;1;3;2;6;5;12
Luxembourg;Radiothérapie-oncologie;3;2;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1
Luxembourg;Médecine nucléaire;9;3;6;0;0;1;0;0;1;0;0;1;0;0;1;0;2;0;0;0;3
Luxembourg;Anatomie pathologique;3;2;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0
Luxembourg;Oncologie médicale;4;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2
Luxembourg;Génétique clinique;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Médecine du travail;36;21;15;0;0;1;1;4;4;3;2;6;0;0;0;0;2;3;2;1;7
Luxembourg;Médecine d'assurance et expertise médicale;20;5;15;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;2;3;10
Région de Bruxelles Capitale;Toutes les spécialités;4030;2021;2009;4;284;289;222;231;204;182;176;429;5;223;177;131;154;150;154;213;802
Région de Bruxelles Capitale;Gériatrie;42;29;13;0;6;6;6;4;4;1;1;1;0;1;1;2;1;0;1;2;5
Région de Bruxelles Capitale;Médecine d'urgence;55;31;24;0;6;11;6;4;1;1;2;0;0;4;8;4;4;1;2;0;1
Région de Bruxelles Capitale;Médecine légale;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Région de Bruxelles Capitale;Gestion des données de santé;13;7;6;0;0;0;0;0;1;4;1;1;0;0;0;1;0;0;2;1;2
Région de Bruxelles Capitale;Anesthésie-réanimation;309;150;159;0;24;26;16;8;19;12;5;40;0;39;19;16;13;18;14;13;27
Région de Bruxelles Capitale;Chirurgie;210;59;151;0;6;13;9;8;3;4;3;13;0;15;20;7;11;15;10;10;63
Région de Bruxelles Capitale;Neurochirurgie;19;4;15;0;0;2;0;0;1;1;0;0;0;0;0;1;2;2;0;4;6
Région de Bruxelles Capitale;Chirurgie plastique, reconstructive et esthétique;38;9;29;0;3;0;1;2;0;0;1;2;0;4;3;3;3;4;1;3;8
Région de Bruxelles Capitale;Urologie;52;6;46;0;1;1;2;2;0;0;0;0;0;4;5;2;4;3;2;6;20
Région de Bruxelles Capitale;Orthopédie;114;19;95;0;4;1;1;1;4;2;2;4;0;12;7;6;7;8;6;13;36
Région de Bruxelles Capitale;Neurologie;99;59;40;0;15;7;7;7;5;8;4;6;0;5;6;5;7;2;5;5;5
Région de Bruxelles Capitale;Psychiatrie;245;107;138;0;0;1;2;6;18;23;23;34;0;0;0;0;5;7;14;22;90
Région de Bruxelles Capitale;Neuropsychiatrie;24;8;16;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;16
Région de Bruxelles Capitale;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;64;47;17;0;8;12;12;7;3;3;0;2;0;5;4;4;1;0;0;2;1
Région de Bruxelles Capitale;Psychiatrie, particulièrement en psychiatrie adulte;125;73;52;0;12;19;7;13;9;4;4;5;0;11;8;8;13;5;1;2;4
Région de Bruxelles Capitale;Pneumologie;78;36;42;0;6;4;10;5;5;1;1;4;0;7;1;1;5;2;3;6;17
Région de Bruxelles Capitale;Gastro-entérologie;115;44;71;0;7;7;4;8;5;3;2;8;0;10;7;4;6;5;7;6;26
Région de Bruxelles Capitale;Cardiologie;212;83;129;0;11;13;17;9;3;7;9;14;0;14;13;8;14;10;10;16;44
Région de Bruxelles Capitale;Médecine interne;361;156;205;0;22;33;19;29;14;9;9;21;0;27;15;19;15;16;16;16;81
Région de Bruxelles Capitale;Rhumatologie;39;18;21;0;2;1;1;2;3;3;3;3;0;0;1;0;0;3;2;2;13
Région de Bruxelles Capitale;Médecine aiguë;27;14;13;0;0;2;2;2;5;0;2;1;0;1;0;0;1;2;2;4;3
Région de Bruxelles Capitale;Gynécologie-obstétrique;295;187;108;0;35;32;19;19;13;14;20;35;0;5;7;4;11;5;8;12;56
Région de Bruxelles Capitale;Ophtalmologie;174;110;64;3;17;14;11;13;5;6;10;31;4;7;6;4;6;7;5;5;20
Région de Bruxelles Capitale;Oto-rhino-laryngologie;87;39;48;0;5;3;1;8;7;4;2;9;0;4;2;3;1;3;7;6;22
Région de Bruxelles Capitale;Stomatologie;59;18;41;0;3;0;2;1;2;2;2;6;0;7;6;2;2;2;1;3;18
Région de Bruxelles Capitale;Dermato-vénéréologie;138;100;38;0;12;11;6;9;11;10;12;29;1;2;2;2;2;1;4;6;18
Région de Bruxelles Capitale;Pédiatrie;361;254;107;0;40;33;32;32;22;21;22;52;0;13;10;6;5;10;5;6;52
Région de Bruxelles Capitale;Médecine physique et réadaptation;49;29;20;0;6;4;1;5;2;4;4;3;0;3;2;0;0;1;0;3;11
Région de Bruxelles Capitale;Biologie clinique;100;54;46;0;0;4;3;1;6;6;8;26;0;4;1;1;1;1;4;5;29
Région de Bruxelles Capitale;Radiodiagnostic;226;103;123;1;19;15;11;8;9;14;4;22;0;13;16;10;5;8;13;15;43
Région de Bruxelles Capitale;Radiothérapie-oncologie;21;17;4;0;1;2;1;1;3;2;2;5;0;0;1;1;0;0;0;1;1
Région de Bruxelles Capitale;Médecine nucléaire;47;18;29;0;3;1;4;2;1;0;4;3;0;1;4;2;3;4;1;1;13
Région de Bruxelles Capitale;Anatomie pathologique;46;31;15;0;3;5;2;4;2;2;3;10;0;1;0;0;0;2;1;4;7
Région de Bruxelles Capitale;Oncologie médicale;59;31;28;0;6;5;7;4;3;2;1;3;0;4;2;4;3;2;3;2;8
Région de Bruxelles Capitale;Génétique clinique;10;8;2;0;0;1;0;2;2;1;0;2;0;0;0;0;1;0;0;0;1
Région de Bruxelles Capitale;Médecine du travail;77;45;32;0;1;0;0;5;10;6;9;14;0;0;0;0;0;1;1;5;25
Région de Bruxelles Capitale;Médecine d'assurance et expertise médicale;39;18;21;0;0;0;0;0;3;2;1;12;0;0;0;0;2;0;3;6;10
