Territoire;Specialite;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Prov Hainaut;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;9;3;6;0;0;0;2;0;0;1;0;0;0;0;0;1;1;1;0;2;0;1;0
Prov Hainaut;NEUROLOGIE;47;16;31;0;0;0;5;5;2;2;0;1;1;0;0;2;1;3;7;4;6;4;4
Prov Hainaut;PSYCHIATRIE;92;34;58;0;0;1;3;7;4;6;2;7;4;0;0;0;1;5;5;9;9;13;16
Prov Hainaut;GYNECOLOGIE-OBSTETRIQUE;172;72;100;0;0;7;11;13;13;7;9;3;9;0;0;3;6;7;10;11;16;9;38
Prov Hainaut;OPHTALMOLOGIE;76;38;38;0;0;4;6;3;4;2;4;5;10;0;0;3;2;3;0;5;4;4;17
Prov Hainaut;OTO-RHINO-LARYNGOLOGIE;62;24;38;0;0;3;3;4;7;2;3;1;1;0;0;0;2;4;2;6;2;8;14
Prov Hainaut;UROLOGIE;38;6;32;0;0;1;2;0;0;2;1;0;0;0;0;1;2;4;2;5;3;3;12
Prov Hainaut;CHIRURGIE ORTHOPEDIQUE;113;5;108;0;0;0;1;0;1;1;0;1;1;0;0;3;9;12;15;17;11;16;25
Prov Hainaut;STOMATOLOGIE;25;8;17;0;0;0;2;2;1;1;0;1;1;0;0;0;0;2;3;3;0;2;7
Prov Hainaut;DERMATO-VENEREOLOGIE;69;48;21;0;0;8;4;6;7;5;5;6;7;0;0;0;1;1;0;5;2;2;10
Prov Hainaut;PNEUMOLOGIE;78;26;52;0;0;3;5;5;1;3;4;3;2;0;0;0;4;5;7;6;12;8;10
Prov Hainaut;GASTRO-ENTEROLOGIE;68;16;52;0;0;1;1;3;2;2;2;4;1;0;0;1;5;6;9;6;8;9;8
Prov Hainaut;PEDIATRIE;142;78;64;0;0;7;22;10;7;7;6;15;4;0;0;1;0;4;5;4;5;14;31
Prov Hainaut;CARDIOLOGIE;106;15;91;0;0;1;1;4;2;3;0;1;3;0;0;1;6;8;8;14;13;14;27
Prov Hainaut;NEUROPSYCHIATRIE;27;4;23;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;2;4;16
Prov Hainaut;MEDECINE PHYSIQUE ET READAPTATION;36;13;23;0;0;1;2;3;0;1;3;3;0;0;0;0;0;1;2;0;6;2;12
Prov Hainaut;BIOLOGIE CLINIQUE;59;23;36;0;0;1;0;2;1;6;5;2;6;0;0;1;2;0;1;3;5;7;17
Prov Hainaut;RADIODIAGNOSTIC;169;54;115;0;0;7;11;3;8;10;5;3;7;0;0;6;5;6;9;19;13;20;37
Prov Hainaut;RADIOTHERAPIE-ONCOLOGIE;17;10;7;0;0;2;1;1;0;2;1;3;0;0;0;0;2;2;0;0;0;0;3
Prov Hainaut;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;9;4;5;0;0;1;0;2;0;1;0;0;0;0;0;0;1;2;1;0;0;0;1
Prov Hainaut;MEDECINE NUCLEAIRE;30;9;21;0;0;1;1;1;2;1;1;2;0;0;0;0;0;0;3;3;1;2;12
Prov Hainaut;ANATOMIE PATHOLOGIQUE;33;14;19;0;0;1;1;2;0;5;2;1;2;0;0;3;2;1;1;3;1;1;7
Prov Hainaut;MEDECINE INTERNE;181;47;134;0;0;5;16;10;5;2;1;1;7;0;0;4;6;6;19;14;20;6;59
Prov Hainaut;RHUMATOLOGIE;26;10;16;0;0;1;4;0;1;0;1;1;2;0;0;0;0;1;2;3;3;3;4
Prov Hainaut;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;17;10;7;0;0;3;3;4;0;0;0;0;0;0;0;1;2;2;1;0;0;0;1
Prov Hainaut;MEDECINE D'URGENCE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;MEDECINE AIGUE;46;16;30;0;0;1;4;6;2;1;2;0;0;0;0;1;2;8;5;7;3;3;1
Prov Hainaut;GERIATRIE;24;13;11;0;0;4;2;2;2;1;1;1;0;0;0;2;1;2;0;2;0;0;4
Prov Hainaut;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;72;18;54;0;0;0;1;0;2;7;7;1;0;0;0;0;1;1;3;6;15;25;3
Prov Hainaut;ONCOLOGIE MEDICALE;26;13;13;0;0;2;1;5;2;0;1;2;0;0;0;0;0;1;3;3;3;3;0
Prov Hainaut;GESTION DE DONNEES DE SANTE;4;2;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0
Prov Liège;MEDECINE DU TRAVAIL;100;58;42;0;0;4;17;5;6;7;9;7;3;0;0;0;0;3;4;1;8;14;12
Prov Liège;ANESTHESIE-REANIMATION;278;89;189;0;0;12;20;21;12;7;6;6;5;0;0;13;31;34;21;22;25;19;24
Prov Liège;CHIRURGIE;162;25;137;0;0;1;3;5;12;3;1;0;0;0;0;6;9;7;15;19;22;17;42
Prov Liège;NEUROCHIRURGIE;23;2;21;0;0;0;0;0;1;1;0;0;0;0;0;1;3;4;3;2;2;4;2
Prov Liège;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;23;6;17;0;0;1;2;0;1;1;1;0;0;0;0;4;3;1;2;3;0;1;3
Prov Liège;NEUROLOGIE;50;16;34;0;0;5;1;3;4;1;1;1;0;0;0;1;5;3;6;8;6;1;4
Prov Liège;PSYCHIATRIE;177;83;94;0;0;0;12;16;16;11;7;11;10;0;0;0;4;3;11;8;12;13;43
Prov Liège;GYNECOLOGIE-OBSTETRIQUE;184;79;105;0;0;10;12;14;11;10;13;6;3;0;0;2;6;5;13;10;16;14;39
Prov Liège;OPHTALMOLOGIE;134;84;50;0;3;12;9;11;8;8;9;7;17;0;1;3;6;5;5;3;5;4;18
Prov Liège;OTO-RHINO-LARYNGOLOGIE;84;39;45;0;0;5;5;12;3;4;5;2;3;0;0;4;2;2;8;5;2;8;14
Prov Liège;UROLOGIE;45;4;41;0;0;2;0;0;1;1;0;0;0;0;0;1;5;4;3;5;5;5;13
Prov Liège;CHIRURGIE ORTHOPEDIQUE;74;7;67;0;0;1;3;0;0;1;2;0;0;0;0;5;6;7;9;10;8;7;15
Prov Liège;STOMATOLOGIE;14;1;13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;7
Prov Liège;DERMATO-VENEREOLOGIE;81;50;31;0;0;10;8;10;6;4;3;5;4;0;1;1;2;1;3;5;4;2;12
Prov Liège;PNEUMOLOGIE;53;17;36;0;0;4;4;4;3;0;2;0;0;0;0;1;6;5;4;4;6;4;6
Prov Liège;GASTRO-ENTEROLOGIE;80;27;53;0;0;9;5;4;3;3;0;1;2;0;0;1;6;2;9;7;5;8;15
Prov Liège;PEDIATRIE;211;119;92;0;0;19;22;18;13;12;8;9;18;0;0;3;4;8;7;5;7;14;44
Prov Liège;CARDIOLOGIE;135;33;102;0;0;3;10;7;6;5;2;0;0;0;0;8;8;13;12;11;17;14;19
Prov Liège;NEUROPSYCHIATRIE;21;5;16;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;1;2;1;12
Prov Liège;MEDECINE PHYSIQUE ET READAPTATION;82;39;43;0;0;3;7;6;5;5;6;6;1;0;0;4;4;2;5;10;5;2;11
Prov Liège;BIOLOGIE CLINIQUE;71;31;40;0;0;1;2;3;4;0;4;6;11;0;0;1;0;1;3;5;3;9;18
Prov Liège;RADIODIAGNOSTIC;194;38;156;0;0;4;4;5;11;7;4;3;0;0;0;5;10;22;13;26;24;20;36
Prov Liège;RADIOTHERAPIE-ONCOLOGIE;23;11;12;0;0;1;1;0;2;3;2;1;1;0;0;2;2;2;1;1;0;0;4
Prov Liège;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;10;6;4;0;0;3;2;0;0;0;1;0;0;0;0;0;1;0;0;3;0;0;0
Prov Liège;MEDECINE NUCLEAIRE;54;19;35;0;0;1;2;1;3;6;1;2;3;0;0;1;2;1;1;2;6;4;18
Prov Liège;ANATOMIE PATHOLOGIQUE;32;18;14;0;0;0;3;3;4;2;1;0;5;0;0;0;0;0;3;4;3;1;3
Prov Liège;MEDECINE INTERNE;167;62;105;0;0;7;12;13;7;1;6;9;7;0;0;4;8;11;12;12;14;10;34
Prov Liège;RHUMATOLOGIE;35;21;14;0;0;2;1;3;6;2;1;2;4;0;0;0;0;1;0;3;1;2;7
Prov Liège;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;34;23;11;0;0;9;6;7;1;0;0;0;0;0;0;2;5;2;1;0;0;0;1
Prov Liège;MEDECINE LEGALE;6;2;4;0;0;0;2;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;1
Prov Liège;MEDECINE D'URGENCE;3;1;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Prov Liège;MEDECINE AIGUE;31;10;21;0;0;0;0;5;3;1;1;0;0;0;0;0;2;5;4;5;4;1;0
Prov Liège;GERIATRIE;23;16;7;0;0;4;3;4;4;0;1;0;0;0;0;2;0;0;1;0;3;1;0
Prov Liège;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;91;33;58;0;0;0;2;2;4;8;7;7;3;0;0;0;0;4;5;10;12;20;7
Prov Liège;ONCOLOGIE MEDICALE;27;16;11;0;0;2;4;3;4;0;1;2;0;0;0;0;2;0;4;0;1;2;2
Prov Liège;GESTION DE DONNEES DE SANTE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Prov Namur;MEDECINE DU TRAVAIL;60;38;22;0;0;1;6;9;4;7;5;5;1;0;0;1;2;1;1;3;4;4;6
Prov Namur;ANESTHESIE-REANIMATION;111;40;71;0;0;5;9;6;5;3;6;2;4;0;0;2;10;8;13;11;9;4;14
Prov Namur;CHIRURGIE;97;8;89;0;0;1;1;2;1;2;1;0;0;0;0;5;10;6;6;12;8;9;33
Prov Namur;NEUROCHIRURGIE;12;1;11;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;3;1;2;1;1
Prov Namur;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;6;1;5;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;2;1;0;0;0
Prov Namur;NEUROLOGIE;21;14;7;0;0;2;2;4;1;4;0;1;0;0;0;0;0;1;2;1;2;0;1
Prov Namur;PSYCHIATRIE;53;15;38;0;0;1;1;3;6;2;0;0;2;0;0;0;1;7;3;4;6;2;15
Prov Namur;GYNECOLOGIE-OBSTETRIQUE;62;29;33;0;0;6;8;4;4;2;3;1;1;0;0;0;3;2;2;2;6;4;14
Prov Namur;OPHTALMOLOGIE;45;23;22;0;2;1;4;3;2;2;1;5;3;0;0;3;2;1;4;3;4;2;3
Prov Namur;OTO-RHINO-LARYNGOLOGIE;41;14;27;0;0;1;1;2;4;4;1;1;0;0;1;1;3;1;2;2;6;5;6
Prov Namur;UROLOGIE;17;4;13;0;0;0;3;0;1;0;0;0;0;0;0;2;1;4;2;0;1;1;2
Prov Namur;CHIRURGIE ORTHOPEDIQUE;59;4;55;0;0;0;2;1;0;0;0;0;1;0;0;5;8;3;7;7;5;8;12
Prov Namur;STOMATOLOGIE;17;4;13;0;0;0;1;2;0;1;0;0;0;0;0;0;0;4;1;0;2;3;3
Prov Namur;DERMATO-VENEREOLOGIE;22;9;13;0;0;2;0;2;2;1;1;1;0;0;0;0;1;0;1;1;2;1;7
Prov Namur;PNEUMOLOGIE;28;9;19;0;0;3;2;1;1;0;0;0;2;0;0;0;1;3;4;3;1;2;5
Prov Namur;GASTRO-ENTEROLOGIE;30;6;24;0;0;1;2;0;1;1;1;0;0;0;0;0;1;4;1;5;5;3;5
Prov Namur;PEDIATRIE;72;36;36;0;0;6;7;6;2;4;4;4;3;0;0;5;2;1;5;2;2;4;15
Prov Namur;CARDIOLOGIE;48;11;37;0;0;1;2;3;4;1;0;0;0;0;0;1;2;8;4;6;5;5;6
Prov Namur;NEUROPSYCHIATRIE;7;1;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;4
Prov Namur;MEDECINE PHYSIQUE ET READAPTATION;24;16;8;0;0;2;3;1;3;3;2;1;1;0;0;1;0;0;1;0;2;1;3
Prov Namur;BIOLOGIE CLINIQUE;44;23;21;0;0;0;4;2;1;3;2;3;8;0;0;1;1;0;0;1;3;5;10
Prov Namur;RADIODIAGNOSTIC;82;22;60;0;0;3;5;4;5;1;1;3;0;0;0;5;4;4;7;8;7;12;13
Prov Namur;RADIOTHERAPIE-ONCOLOGIE;15;11;4;0;0;2;1;3;0;4;1;0;0;0;0;0;3;1;0;0;0;0;0
Prov Namur;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;7;3;4;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;2;0
Prov Namur;MEDECINE NUCLEAIRE;20;7;13;0;0;1;2;0;1;2;1;0;0;0;0;0;0;1;1;2;1;3;5
Prov Namur;ANATOMIE PATHOLOGIQUE;12;8;4;0;0;1;0;3;0;1;0;1;2;0;0;0;0;1;0;1;1;0;1
Prov Namur;MEDECINE INTERNE;96;26;70;0;0;3;5;7;4;3;3;0;1;0;0;6;6;10;9;6;8;5;20
Prov Namur;RHUMATOLOGIE;16;5;11;0;0;1;1;2;1;0;0;0;0;0;0;0;2;1;0;3;1;1;3
Prov Namur;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;13;7;6;0;0;2;3;1;0;0;0;0;1;0;0;2;3;1;0;0;0;0;0
Prov Namur;MEDECINE LEGALE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Prov Namur;MEDECINE D'URGENCE;3;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
Prov Namur;MEDECINE AIGUE;35;20;15;0;0;0;6;7;3;2;1;1;0;0;0;0;3;3;2;3;2;2;0
Prov Namur;GERIATRIE;10;7;3;0;0;2;2;0;1;1;0;0;1;0;0;0;0;1;0;0;1;1;0
Prov Namur;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;46;12;34;0;0;0;2;0;4;1;3;2;0;0;0;0;1;1;1;7;6;12;6
Prov Namur;ONCOLOGIE MEDICALE;12;4;8;0;0;0;1;0;0;2;0;1;0;0;0;1;1;1;3;1;1;0;0
Prov Namur;GESTION DE DONNEES DE SANTE;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0
Prov Luxembourg;MEDECINE DU TRAVAIL;21;11;10;0;0;0;1;0;3;1;3;3;0;0;0;0;1;2;2;0;4;1;0
Prov Luxembourg;ANESTHESIE-REANIMATION;38;13;25;0;0;2;5;1;3;1;1;0;0;0;0;0;2;2;2;7;4;1;7
Prov Luxembourg;CHIRURGIE;28;5;23;0;0;0;3;2;0;0;0;0;0;0;0;0;1;3;1;5;0;4;9
Prov Luxembourg;NEUROCHIRURGIE;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
Prov Luxembourg;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Prov Luxembourg;NEUROLOGIE;9;6;3;0;0;0;1;3;0;2;0;0;0;0;0;0;0;0;1;1;1;0;0
Prov Luxembourg;PSYCHIATRIE;23;6;17;0;0;0;0;1;1;2;1;1;0;0;0;0;1;2;1;2;0;3;8
Prov Luxembourg;GYNECOLOGIE-OBSTETRIQUE;29;9;20;0;0;3;1;3;2;0;0;0;0;0;0;1;1;3;1;2;5;4;3
Prov Luxembourg;OPHTALMOLOGIE;19;8;11;0;0;0;2;0;1;0;2;0;3;0;0;0;1;0;2;2;1;2;3
Prov Luxembourg;OTO-RHINO-LARYNGOLOGIE;12;6;6;0;0;2;0;1;3;0;0;0;0;0;0;0;0;0;1;1;0;1;3
Prov Luxembourg;UROLOGIE;11;1;10;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;2;1;4
Prov Luxembourg;CHIRURGIE ORTHOPEDIQUE;23;2;21;0;0;0;0;1;0;1;0;0;0;0;0;0;1;3;3;5;1;2;6
Prov Luxembourg;STOMATOLOGIE;9;4;5;0;0;1;2;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;2
Prov Luxembourg;DERMATO-VENEREOLOGIE;9;6;3;0;0;1;0;0;2;1;0;1;1;0;0;0;0;0;0;0;0;0;3
Prov Luxembourg;PNEUMOLOGIE;7;2;5;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;3;1;0;0
Prov Luxembourg;GASTRO-ENTEROLOGIE;6;3;3;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1;1;0;1;0
Prov Luxembourg;PEDIATRIE;30;19;11;0;0;2;5;3;2;2;2;1;2;0;0;0;1;0;1;2;0;1;6
Prov Luxembourg;CARDIOLOGIE;19;1;18;0;0;0;0;0;0;0;1;0;0;0;0;1;2;2;4;2;4;2;1
Prov Luxembourg;NEUROPSYCHIATRIE;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3
Prov Luxembourg;MEDECINE PHYSIQUE ET READAPTATION;5;2;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1
Prov Luxembourg;BIOLOGIE CLINIQUE;12;7;5;0;0;0;0;0;1;2;1;1;2;0;0;0;0;0;0;0;2;1;2
Prov Luxembourg;RADIODIAGNOSTIC;39;8;31;0;0;1;2;2;1;0;1;1;0;0;0;0;1;3;6;5;5;6;5
Prov Luxembourg;RADIOTHERAPIE-ONCOLOGIE;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
Prov Luxembourg;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;3;3;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;MEDECINE NUCLEAIRE;6;2;4;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;1
Prov Luxembourg;ANATOMIE PATHOLOGIQUE;2;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;MEDECINE INTERNE;34;8;26;0;0;1;3;1;3;0;0;0;0;0;0;2;6;4;4;1;2;2;5
Prov Luxembourg;RHUMATOLOGIE;3;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
Prov Luxembourg;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;3;2;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
Prov Luxembourg;MEDECINE D'URGENCE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
Prov Luxembourg;MEDECINE AIGUE;6;3;3;0;0;0;1;0;0;0;2;0;0;0;0;0;1;0;1;1;0;0;0
Prov Luxembourg;GERIATRIE;3;2;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
Prov Luxembourg;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;21;5;16;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;2;2;5;6;1
Prov Luxembourg;ONCOLOGIE MEDICALE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
Prov Région de Bruxelles-capitale;MEDECINE DU TRAVAIL;87;46;41;0;0;0;1;13;7;8;8;6;3;0;0;0;2;0;1;9;10;8;11
Prov Région de Bruxelles-capitale;ANESTHESIE-REANIMATION;251;133;118;0;1;20;11;24;14;5;18;7;33;0;0;22;21;13;13;15;8;9;17
Prov Région de Bruxelles-capitale;CHIRURGIE;228;44;184;0;0;8;10;3;5;4;7;3;4;0;0;9;22;17;11;11;21;18;75
Prov Région de Bruxelles-capitale;NEUROCHIRURGIE;17;0;17;0;0;0;0;0;0;0;0;0;0;0;0;2;1;4;1;1;2;1;5
Prov Région de Bruxelles-capitale;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;41;8;33;0;0;3;2;0;0;1;1;0;1;0;0;1;7;7;3;5;1;3;6
Prov Région de Bruxelles-capitale;NEUROLOGIE;68;39;29;0;0;6;11;6;6;4;5;1;0;0;0;3;9;3;7;3;2;1;1
Prov Région de Bruxelles-capitale;PSYCHIATRIE;288;116;172;0;0;1;6;19;20;24;13;12;21;0;0;0;8;11;17;24;22;25;65
Prov Région de Bruxelles-capitale;GYNECOLOGIE-OBSTETRIQUE;265;134;131;0;0;18;26;16;15;22;15;11;11;0;0;5;12;8;6;12;16;18;54
Prov Région de Bruxelles-capitale;OPHTALMOLOGIE;146;80;66;0;1;10;12;5;5;11;7;4;25;0;0;5;2;10;5;7;5;3;29
Prov Région de Bruxelles-capitale;OTO-RHINO-LARYNGOLOGIE;102;42;60;0;0;4;9;8;5;3;2;4;7;0;0;4;2;3;7;8;9;5;22
Prov Région de Bruxelles-capitale;UROLOGIE;48;3;45;0;0;0;2;0;1;0;0;0;0;0;0;3;9;4;2;5;4;3;15
Prov Région de Bruxelles-capitale;CHIRURGIE ORTHOPEDIQUE;107;13;94;0;0;4;0;3;2;1;1;1;1;0;0;7;8;12;6;12;7;12;30
Prov Région de Bruxelles-capitale;STOMATOLOGIE;64;22;42;0;0;3;3;2;2;2;4;1;5;0;0;2;2;2;2;3;6;3;22
Prov Région de Bruxelles-capitale;DERMATO-VENEREOLOGIE;127;92;35;0;2;6;14;10;8;12;8;8;24;0;1;0;1;0;4;6;3;6;14
Prov Région de Bruxelles-capitale;PNEUMOLOGIE;60;25;35;0;0;5;7;6;1;0;2;1;3;0;0;2;4;2;2;9;5;6;5
Prov Région de Bruxelles-capitale;GASTRO-ENTEROLOGIE;103;33;70;0;0;4;6;9;2;2;3;4;3;0;0;5;6;7;11;6;5;9;21
Prov Région de Bruxelles-capitale;PEDIATRIE;308;196;112;0;0;29;32;25;21;21;14;16;38;0;0;5;5;12;5;5;15;18;47
Prov Région de Bruxelles-capitale;CARDIOLOGIE;173;51;122;0;0;11;8;5;6;9;6;3;3;0;0;5;11;9;12;18;14;15;38
Prov Région de Bruxelles-capitale;NEUROPSYCHIATRIE;60;23;37;0;0;0;0;0;0;1;3;2;17;0;0;0;0;0;0;1;2;6;28
Prov Région de Bruxelles-capitale;MEDECINE PHYSIQUE ET READAPTATION;41;19;22;0;0;0;4;2;4;4;0;1;4;0;0;1;0;1;0;2;5;2;11
Prov Région de Bruxelles-capitale;BIOLOGIE CLINIQUE;112;54;58;0;0;3;3;5;4;8;10;9;12;0;0;0;2;1;3;7;9;10;26
Prov Région de Bruxelles-capitale;RADIODIAGNOSTIC;183;67;116;0;0;10;6;7;14;3;15;4;8;0;0;7;13;10;14;15;15;7;35
Prov Région de Bruxelles-capitale;RADIOTHERAPIE-ONCOLOGIE;15;11;4;0;0;0;0;1;2;2;1;2;3;0;0;2;1;0;0;0;0;0;1
Prov Région de Bruxelles-capitale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;32;26;6;0;0;11;4;5;3;1;0;0;2;0;0;2;1;0;0;2;1;0;0
Prov Région de Bruxelles-capitale;MEDECINE NUCLEAIRE;38;11;27;0;0;1;2;1;0;3;0;1;3;0;0;1;3;3;0;2;3;4;11
Prov Région de Bruxelles-capitale;ANATOMIE PATHOLOGIQUE;46;28;18;0;0;4;4;2;3;4;2;2;7;0;0;1;2;2;1;4;2;1;5
Prov Région de Bruxelles-capitale;MEDECINE INTERNE;298;103;195;0;1;15;27;14;9;12;6;13;6;0;0;11;16;16;17;15;24;19;77
Prov Région de Bruxelles-capitale;RHUMATOLOGIE;41;15;26;0;0;0;3;2;2;3;0;3;2;0;0;0;1;2;3;3;5;2;10
Prov Région de Bruxelles-capitale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;73;39;34;0;0;7;10;6;4;5;4;2;1;0;0;7;13;5;1;2;4;1;1
Prov Région de Bruxelles-capitale;MEDECINE D'URGENCE;15;7;8;0;0;0;3;2;0;2;0;0;0;0;0;1;3;1;1;1;1;0;0
Prov Région de Bruxelles-capitale;MEDECINE AIGUE;46;18;28;0;0;5;4;4;2;1;2;0;0;0;0;0;5;9;6;3;2;1;2
Prov Région de Bruxelles-capitale;GERIATRIE;21;12;9;0;0;2;3;3;2;1;1;0;0;0;0;1;1;0;1;2;2;2;0
Prov Région de Bruxelles-capitale;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;48;19;29;0;0;0;0;3;2;1;10;3;0;0;0;0;1;0;4;5;8;6;5
Prov Région de Bruxelles-capitale;ONCOLOGIE MEDICALE;41;22;19;0;0;4;8;3;2;2;1;2;0;0;0;0;2;3;4;1;3;4;2
Prov Région de Bruxelles-capitale;GESTION DE DONNEES DE SANTE;11;6;5;0;0;0;0;0;4;1;1;0;0;0;0;1;0;0;1;1;2;0;0
