Gebied-Specialiteit;Unnamed: 1;Totaal;Geslacht;Unnamed: 4;Vrouw;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Man;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22
;Oftalmologie;59.0;30;29;1;3;4;2;3;2;2;1;12;0;2;4;3;4;0;4;5;7
;Otorhinolaryngologie;43.0;18;25;0;2;3;0;2;1;3;6;1;0;1;1;1;4;1;2;4;11
;Stomatologie;24.0;3;21;0;0;0;0;1;1;0;1;0;0;4;4;0;1;3;1;0;8
;Dermato-venereologie;35.0;22;13;0;7;5;2;0;3;2;0;3;0;1;0;0;1;0;1;1;9
;Pediatrie;92.0;57;35;0;10;8;7;6;6;3;3;14;0;0;3;7;2;1;4;2;16
;Fysische geneeskunde en revalidatie;29.0;18;11;0;1;1;2;2;2;2;3;5;0;2;0;1;0;0;2;0;6
;Klinische biologie;43.0;24;19;0;0;1;1;4;2;1;3;12;0;1;0;2;0;0;0;3;13
;Rontgendiagnose;94.0;29;65;0;0;6;3;8;3;4;2;3;0;4;7;7;4;5;8;2;28
;Radiotherapie-oncologie;17.0;13;4;0;1;1;4;1;1;3;1;1;0;0;0;1;2;1;0;0;0
;Nucleaire geneeskunde;20.0;7;13;0;0;0;1;2;0;2;1;1;0;1;0;0;1;0;3;1;7
;Pathologische anatomie;9.0;7;2;0;0;1;1;1;2;0;1;1;0;0;0;0;0;1;0;1;0
;Medische oncologie;18.0;8;10;0;2;1;1;1;0;0;2;1;0;0;2;2;0;1;2;1;2
;Arbeidsgeneeskunde;59.0;37;22;0;0;1;3;6;8;4;6;9;0;0;1;1;1;2;1;5;11
;"Verzekeringsgeneeskunde en
medische expertise";41.0;14;27;0;0;0;0;2;0;5;4;3;0;0;0;0;1;1;1;5;19
Luxemburg;Alle specialiteiten;524.0;220;304;0;21;30;28;42;31;24;14;30;0;13;15;14;31;23;38;40;130
;Geriatrie;11.0;9;2;0;1;2;2;2;1;0;1;0;0;0;0;0;0;0;0;0;2
;Urgentiegeneeskunde;8.0;2;6;0;1;1;0;0;0;0;0;0;0;1;2;0;1;1;0;0;1
;Anesthesie-reanimatie;44.0;19;25;0;1;4;4;5;3;1;0;1;0;0;2;0;3;1;2;7;10
;Heelkunde;33.0;11;22;0;4;1;2;2;2;0;0;0;0;0;2;2;1;3;2;3;9
;Neurochirurgie;4.0;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
;"Plastische, reconstructieve en
esthetische heelkunde";1.0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Urologie;11.0;2;9;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;1;0;6
;Orthopedische heelkunde;28.0;3;25;0;0;0;0;1;1;1;0;0;0;0;3;0;2;3;3;6;8
;Neurologie;10.0;8;2;0;0;3;0;2;2;1;0;0;0;0;0;0;0;0;1;0;1
;Psychiatrie;22.0;7;15;0;0;0;1;0;1;2;1;2;0;0;0;0;2;2;2;1;8
;Neuropsychiatrie;2.0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";5.0;5;0;0;0;1;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";5.0;3;2;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0
;Pneumologie;11.0;2;9;0;0;1;0;1;0;0;0;0;0;2;2;0;1;0;0;3;1
;Gastro-enterologie;8.0;3;5;0;0;0;1;0;0;1;1;0;0;0;0;1;1;0;1;1;1
;Cardiologie;21.0;4;17;0;0;2;1;0;0;0;0;1;0;2;1;1;2;0;4;1;6
;Inwendige geneeskunde;34.0;11;23;0;2;1;2;3;1;2;0;0;0;0;0;1;9;2;1;1;9
;Reumatologie;4.0;2;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1
;Acute geneeskunde;5.0;3;2;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;1;0;1
;Gynaecologie-verloskunde;36.0;18;18;0;4;5;4;0;4;1;0;0;0;1;0;1;1;3;2;1;9
;Oftalmologie;17.0;9;8;0;1;1;0;2;0;1;1;3;0;0;0;0;1;0;2;2;3
;Otorhinolaryngologie;14.0;7;7;0;0;0;2;0;1;3;1;0;0;0;1;1;0;0;1;1;3
;Stomatologie;8.0;3;5;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;3
;Dermato-venereologie;8.0;5;3;0;1;0;1;0;1;2;0;0;0;0;0;0;0;0;0;1;2
;Pediatrie;38.0;29;9;0;4;3;3;6;3;2;3;5;0;1;1;0;1;0;2;1;3
;Fysische geneeskunde en revalidatie;7.0;3;4;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;2
;Klinische biologie;10.0;5;5;0;0;0;0;0;1;0;2;2;0;1;0;0;0;0;0;0;4
;Rontgendiagnose;42.0;10;32;0;0;1;0;3;1;2;0;3;0;3;0;4;0;3;7;4;11
;Radiotherapie-oncologie;3.0;2;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1
;Nucleaire geneeskunde;9.0;3;6;0;0;1;0;0;1;0;0;1;0;0;1;0;2;0;0;0;3
;Pathologische anatomie;3.0;2;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0
;Medische oncologie;4.0;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
;Klinische genetica;1.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
;Arbeidsgeneeskunde;36.0;21;15;0;0;1;1;5;4;3;1;6;0;0;0;0;3;2;2;2;6
;"Verzekeringsgeneeskunde en
medische expertise";21.0;5;16;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;2;3;11
"Brussels
Hoofdstedelijk Gewest";Alle specialiteiten;3968.0;1968;2000;5;279;276;232;222;197;179;174;404;4;194;166;146;158;158;172;211;791
;Geriatrie;43.0;29;14;0;4;7;7;3;5;1;1;1;0;1;2;2;1;0;1;2;5
;Urgentiegeneeskunde;51.0;27;24;0;7;10;4;3;0;1;2;0;0;6;6;5;3;1;2;0;1
;Gerechtelijke geneeskunde;1.0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Beheer van gezondheidsgegevens;11.0;6;5;0;0;0;0;0;3;1;1;1;0;0;0;1;0;0;2;0;2
;Anesthesie-reanimatie;303.0;145;158;0;27;19;14;10;18;11;7;39;0;37;19;19;10;23;12;11;27
;Heelkunde;208.0;56;152;0;4;13;8;8;3;4;4;12;0;11;20;5;10;18;12;11;65
;Neurochirurgie;20.0;4;16;0;0;2;0;0;2;0;0;0;0;1;0;2;2;2;0;3;6
;"Plastische, reconstructieve en
esthetische heelkunde";37.0;8;29;0;1;1;2;1;0;0;1;2;0;5;2;4;3;4;1;2;8
;Urologie;54.0;7;47;0;2;2;1;2;0;0;0;0;0;4;6;3;4;2;5;3;20
;Orthopedische heelkunde;109.0;21;88;0;4;2;2;1;4;3;1;4;0;6;7;8;7;7;11;11;31
;Neurologie;95.0;55;40;2;11;7;6;8;6;6;4;5;0;3;6;6;8;6;2;5;4
;Psychiatrie;248.0;105;143;0;0;0;2;8;16;25;22;32;0;0;0;0;9;7;12;27;88
;Neuropsychiatrie;27.0;10;17;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;17
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";60.0;42;18;0;6;11;13;4;2;3;1;2;0;7;2;4;1;0;0;2;2
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";124.0;72;52;0;17;20;4;11;8;5;3;4;0;13;6;10;12;3;1;2;5
;Pneumologie;74.0;36;38;0;7;5;9;4;6;0;1;4;0;3;1;1;5;2;4;7;15
;Gastro-enterologie;113.0;43;70;0;7;6;6;7;4;4;1;8;0;5;7;7;5;6;8;7;25
;Cardiologie;210.0;82;128;0;10;15;15;9;4;8;11;10;0;12;12;11;11;11;14;15;42
;Inwendige geneeskunde;350.0;148;202;0;20;28;26;25;14;8;8;19;1;21;14;20;15;17;19;16;79
;Reumatologie;40.0;20;20;0;2;1;3;1;3;3;3;4;0;0;1;0;0;3;3;2;11
;Acute geneeskunde;28.0;14;14;0;0;2;2;3;4;0;2;1;0;1;0;0;2;2;3;3;3
;Gynaecologie-verloskunde;298.0;188;110;0;39;36;19;15;11;14;21;33;0;2;7;5;11;8;6;12;59
;Oftalmologie;169.0;108;61;3;14;14;13;13;4;7;9;31;2;6;5;5;9;6;5;3;20
;Otorhinolaryngologie;87.0;38;49;0;5;3;3;9;5;2;2;9;0;3;2;2;1;3;9;4;25
;Stomatologie;55.0;18;37;0;3;0;2;1;2;2;4;4;0;5;4;1;2;2;1;3;19
;Dermato-venereologie;134.0;97;37;0;11;10;8;11;11;9;11;26;0;2;2;3;2;0;6;4;18
;Pediatrie;354.0;246;108;0;39;29;33;33;23;22;14;53;0;12;11;5;6;8;6;6;54
;Fysische geneeskunde en revalidatie;43.0;28;15;0;9;0;3;3;3;4;3;3;0;0;1;0;1;0;1;5;7
;Klinische biologie;99.0;54;45;0;2;5;1;2;6;5;12;21;0;4;2;1;0;1;4;6;27
;Rontgendiagnose;228.0;99;129;0;16;12;14;6;9;15;5;22;1;18;14;10;6;9;10;17;44
;Radiotherapie-oncologie;21.0;16;5;0;1;1;1;3;1;2;3;4;0;1;1;1;0;0;0;1;1
;Nucleaire geneeskunde;46.0;16;30;0;1;3;2;3;0;2;2;3;0;2;4;1;5;2;2;3;11
;Pathologische anatomie;46.0;30;16;0;3;5;1;4;3;2;3;9;0;1;0;0;1;2;2;4;6
;Medische oncologie;56.0;31;25;0;7;5;7;3;3;2;1;3;0;2;1;4;3;2;4;1;8
;Klinische genetica;10.0;8;2;0;0;1;0;2;2;1;0;2;0;0;0;0;1;0;0;0;1
;Arbeidsgeneeskunde;74.0;43;31;0;0;1;1;4;9;7;9;12;0;0;0;0;0;1;1;5;24
;"Verzekeringsgeneeskunde en
medische expertise";42.0;18;24;0;0;0;0;2;3;0;2;11;0;0;0;0;2;0;3;8;11
