Territoire;Specialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Prov Hainaut;PSYCHIATRIE;91;33;58;0;0;0;4;7;3;7;2;7;3;0;0;0;1;6;7;9;8;12;15
Prov Hainaut;GYNECOLOGIE-OBSTETRIQUE;170;70;100;0;1;6;11;13;14;5;9;3;8;0;0;4;6;9;10;12;15;5;39
Prov Hainaut;OPHTALMOLOGIE;76;38;38;0;0;3;7;2;5;1;5;5;10;0;1;1;2;3;1;5;3;4;18
Prov Hainaut;OTO-RHINO-LARYNGOLOGIE;63;23;40;0;0;2;4;4;6;2;4;0;1;0;0;0;4;2;3;6;6;6;13
Prov Hainaut;UROLOGIE;39;6;33;0;0;1;2;0;0;2;1;0;0;0;0;0;3;4;3;5;2;7;9
Prov Hainaut;CHIRURGIE ORTHOPEDIQUE;112;5;107;0;0;0;1;0;2;0;0;1;1;0;0;5;9;11;14;18;13;13;24
Prov Hainaut;STOMATOLOGIE;26;8;18;0;0;0;4;1;0;1;0;1;1;0;0;0;2;1;3;3;0;2;7
Prov Hainaut;DERMATO-VENEREOLOGIE;68;49;19;0;3;6;4;8;7;5;5;5;6;0;0;0;2;0;2;2;2;4;7
Prov Hainaut;PNEUMOLOGIE;72;24;48;0;0;4;8;1;1;1;6;1;2;0;0;1;3;4;6;6;12;6;10
Prov Hainaut;GASTRO-ENTEROLOGIE;68;15;53;0;0;1;2;3;1;1;2;4;1;0;0;2;4;9;6;9;7;9;7
Prov Hainaut;PEDIATRIE;136;72;64;0;0;9;18;11;5;6;12;7;4;0;0;1;0;4;4;3;9;11;32
Prov Hainaut;CARDIOLOGIE;108;15;93;0;0;1;3;2;3;2;0;1;3;0;0;1;7;7;11;14;11;14;28
Prov Hainaut;NEUROPSYCHIATRIE;28;4;24;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;4;2;17
Prov Hainaut;MEDECINE PHYSIQUE ET READAPTATION;34;12;22;0;0;1;4;1;0;1;4;1;0;0;0;0;0;1;2;2;4;3;10
Prov Hainaut;BIOLOGIE CLINIQUE;60;22;38;0;0;0;0;2;2;6;4;4;4;0;0;2;1;0;1;4;8;5;17
Prov Hainaut;RADIODIAGNOSTIC;166;53;113;0;0;7;10;4;9;9;6;2;6;0;0;5;5;11;8;16;15;19;34
Prov Hainaut;RADIOTHERAPIE-ONCOLOGIE;18;10;8;0;0;1;1;1;1;1;1;4;0;0;0;1;2;1;1;0;0;0;3
Prov Hainaut;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;8;3;5;0;0;0;2;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;1
Prov Hainaut;MEDECINE NUCLEAIRE;30;8;22;0;0;0;2;0;2;1;2;1;0;0;0;0;0;1;2;3;1;4;11
Prov Hainaut;ANATOMIE PATHOLOGIQUE;30;14;16;0;0;1;1;2;3;2;3;1;1;0;0;1;2;0;2;2;1;1;7
Prov Hainaut;MEDECINE INTERNE;186;49;137;0;0;5;16;12;2;4;2;3;5;0;0;3;5;8;20;17;17;10;57
Prov Hainaut;RHUMATOLOGIE;25;9;16;0;0;1;3;0;1;1;0;1;2;0;0;0;0;1;2;3;3;3;4
Prov Hainaut;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;14;7;7;0;0;1;4;2;0;0;0;0;0;0;0;2;1;2;1;0;0;0;1
Prov Hainaut;MEDECINE AIGUE;45;16;29;0;0;2;4;5;2;1;2;0;0;0;1;0;3;9;2;7;3;3;1
Prov Hainaut;GERIATRIE;19;10;9;0;0;2;2;2;2;1;0;1;0;0;0;2;2;1;0;2;0;0;2
Prov Hainaut;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;69;16;53;0;0;0;1;0;2;7;5;1;0;0;0;0;2;0;4;8;17;20;2
Prov Hainaut;ONCOLOGIE MEDICALE;20;9;11;0;0;0;0;5;2;1;0;1;0;0;0;0;1;0;3;4;2;1;0
Prov Hainaut;GESTION DE DONNEES DE SANTE;4;2;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0
Prov Liège;MEDECINE DU TRAVAIL;97;53;44;0;0;4;14;4;6;9;8;5;3;0;0;0;0;4;2;3;14;11;10
Prov Liège;ANESTHESIE-REANIMATION;272;87;185;0;0;13;25;14;12;7;6;5;5;0;0;20;27;34;19;22;24;20;19
Prov Liège;CHIRURGIE;164;25;139;0;0;1;4;6;10;3;1;0;0;0;0;7;9;7;18;22;20;15;41
Prov Liège;NEUROCHIRURGIE;23;2;21;0;0;0;0;0;1;1;0;0;0;0;0;1;4;3;4;2;3;2;2
Prov Liège;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;24;8;16;0;0;1;3;0;1;2;1;0;0;0;0;3;3;3;2;1;1;0;3
Prov Liège;NEUROLOGIE;51;17;34;0;0;6;2;4;2;2;0;1;0;0;0;2;5;4;6;8;4;4;1
Prov Liège;PSYCHIATRIE;176;83;93;0;0;0;13;18;14;11;9;9;9;0;0;0;3;5;11;7;13;16;38
Prov Liège;GYNECOLOGIE-OBSTETRIQUE;183;76;107;0;0;10;11;11;13;13;10;6;2;0;0;2;8;5;13;14;11;14;40
Prov Liège;OPHTALMOLOGIE;128;81;47;0;2;10;11;10;8;9;9;6;16;0;0;4;4;4;6;4;3;5;17
Prov Liège;OTO-RHINO-LARYNGOLOGIE;82;37;45;0;0;4;5;11;4;4;4;2;3;0;0;3;2;3;7;4;3;8;15
Prov Liège;UROLOGIE;45;3;42;0;0;1;0;0;1;1;0;0;0;0;0;1;6;5;2;6;5;4;13
Prov Liège;CHIRURGIE ORTHOPEDIQUE;70;6;64;0;0;1;2;0;0;2;1;0;0;0;0;1;7;7;9;11;11;4;14
Prov Liège;STOMATOLOGIE;13;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;2;6
Prov Liège;DERMATO-VENEREOLOGIE;78;48;30;0;1;10;6;10;6;3;5;3;4;0;0;2;1;1;3;6;3;3;11
Prov Liège;PNEUMOLOGIE;50;15;35;0;0;2;7;3;1;0;2;0;0;0;0;2;5;6;5;3;6;2;6
Prov Liège;GASTRO-ENTEROLOGIE;77;25;52;0;0;7;5;6;1;3;0;2;1;0;0;2;5;2;12;5;7;8;11
Prov Liège;PEDIATRIE;208;117;91;0;0;20;22;17;13;9;8;9;19;0;0;1;7;7;7;6;7;14;42
Prov Liège;CARDIOLOGIE;129;33;96;0;0;5;9;6;7;5;1;0;0;0;0;5;11;12;11;15;12;13;17
Prov Liège;NEUROPSYCHIATRIE;25;5;20;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;2;2;3;13
Prov Liège;MEDECINE PHYSIQUE ET READAPTATION;79;38;41;0;0;4;5;7;3;6;5;6;2;0;0;2;5;2;7;9;3;2;11
Prov Liège;BIOLOGIE CLINIQUE;72;31;41;0;0;2;1;3;4;2;4;5;10;0;0;1;0;1;4;6;6;7;16
Prov Liège;RADIODIAGNOSTIC;193;35;158;0;0;2;4;5;12;5;4;3;0;0;0;6;15;17;16;25;23;21;35
Prov Liège;RADIOTHERAPIE-ONCOLOGIE;23;11;12;0;0;1;1;1;1;3;2;1;1;0;0;3;1;2;1;1;0;0;4
Prov Liège;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;10;6;4;0;0;3;2;0;0;0;1;0;0;0;0;1;0;0;0;3;0;0;0
Prov Liège;MEDECINE NUCLEAIRE;54;18;36;0;0;1;2;2;3;4;2;2;2;0;0;1;2;1;1;5;5;3;18
Prov Liège;ANATOMIE PATHOLOGIQUE;33;18;15;0;0;0;3;6;1;3;0;0;5;0;0;0;0;0;6;2;3;0;4
Prov Liège;MEDECINE INTERNE;171;61;110;0;0;11;10;12;5;1;6;11;5;0;0;4;9;12;10;12;16;10;37
Prov Liège;RHUMATOLOGIE;35;21;14;0;0;1;1;5;6;1;2;2;3;0;0;0;0;1;1;2;1;2;7
Prov Liège;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;31;21;10;0;0;9;9;3;0;0;0;0;0;0;0;4;3;2;1;0;0;0;0
Prov Liège;MEDECINE LEGALE;6;2;4;0;0;0;2;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1
Prov Liège;MEDECINE AIGUE;32;10;22;0;0;0;2;4;2;1;1;0;0;0;0;0;3;5;5;5;3;1;0
Prov Liège;GERIATRIE;18;13;5;0;0;2;3;4;3;0;1;0;0;0;0;1;0;0;1;0;2;1;0
Prov Liège;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;92;33;59;0;0;1;1;2;4;9;9;5;2;0;0;0;1;3;5;10;16;16;8
Prov Liège;ONCOLOGIE MEDICALE;27;15;12;0;0;1;5;2;4;0;1;2;0;0;0;0;2;1;4;0;1;3;1
Prov Liège;GESTION DE DONNEES DE SANTE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Prov Namur;MEDECINE DU TRAVAIL;58;38;20;0;0;3;7;7;4;7;6;4;0;0;0;0;1;1;1;5;4;2;6
Prov Namur;ANESTHESIE-REANIMATION;110;38;72;0;0;5;8;7;3;4;5;2;4;0;0;4;8;9;10;15;7;3;16
Prov Namur;CHIRURGIE;92;8;84;0;0;1;1;2;1;2;1;0;0;0;0;3;9;5;9;12;6;14;26
Prov Namur;NEUROCHIRURGIE;11;1;10;0;0;0;1;0;0;0;0;0;0;0;0;1;2;2;1;0;2;1;1
Prov Namur;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;6;1;5;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;2;1;0;0;0
Prov Namur;NEUROLOGIE;21;14;7;0;0;2;2;4;3;2;0;1;0;0;0;0;0;1;2;2;1;0;1
Prov Namur;PSYCHIATRIE;52;14;38;0;0;0;2;2;8;0;0;0;2;0;0;0;3;6;4;2;6;4;13
Prov Namur;GYNECOLOGIE-OBSTETRIQUE;60;27;33;0;0;5;8;3;5;2;3;1;0;0;0;0;4;1;2;2;6;4;14
Prov Namur;OPHTALMOLOGIE;42;20;22;0;0;2;3;2;2;3;1;4;3;0;0;3;2;1;4;4;5;0;3
Prov Namur;OTO-RHINO-LARYNGOLOGIE;38;13;25;0;0;0;2;2;3;4;1;1;0;0;0;1;3;1;2;4;4;6;4
Prov Namur;UROLOGIE;16;5;11;0;0;0;4;1;0;0;0;0;0;0;0;1;3;2;1;1;0;2;1
Prov Namur;CHIRURGIE ORTHOPEDIQUE;60;4;56;0;0;1;1;1;0;0;0;0;1;0;0;4;10;2;7;8;7;4;14
Prov Namur;STOMATOLOGIE;17;4;13;0;0;0;1;2;0;1;0;0;0;0;0;0;1;3;1;0;2;3;3
Prov Namur;DERMATO-VENEREOLOGIE;24;9;15;0;0;2;0;3;2;0;1;1;0;0;0;0;1;0;2;1;2;1;8
Prov Namur;PNEUMOLOGIE;28;9;19;0;0;3;2;1;1;0;0;1;1;0;0;0;2;2;5;3;0;3;4
Prov Namur;GASTRO-ENTEROLOGIE;27;5;22;0;0;0;2;0;1;1;1;0;0;0;0;0;2;3;3;3;4;3;4
Prov Namur;PEDIATRIE;65;33;32;0;0;4;6;6;3;3;5;3;3;0;0;4;2;1;4;2;2;6;11
Prov Namur;CARDIOLOGIE;46;9;37;0;0;1;2;2;3;1;0;0;0;0;0;1;3;7;6;4;5;4;7
Prov Namur;NEUROPSYCHIATRIE;7;1;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;4
Prov Namur;MEDECINE PHYSIQUE ET READAPTATION;24;15;9;0;0;2;2;2;2;3;2;1;1;0;0;1;0;0;1;0;3;0;4
Prov Namur;BIOLOGIE CLINIQUE;44;24;20;0;0;0;4;2;1;3;2;3;9;0;0;2;0;0;0;3;2;5;8
Prov Namur;RADIODIAGNOSTIC;83;22;61;0;0;3;7;3;4;1;3;1;0;0;0;5;3;4;9;5;11;10;14
Prov Namur;RADIOTHERAPIE-ONCOLOGIE;16;12;4;0;0;3;0;3;3;1;1;1;0;0;0;1;2;1;0;0;0;0;0
Prov Namur;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;6;2;4;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;2;0
Prov Namur;MEDECINE NUCLEAIRE;20;7;13;0;0;1;2;0;2;1;1;0;0;0;0;0;1;0;2;1;1;3;5
Prov Namur;ANATOMIE PATHOLOGIQUE;13;9;4;0;0;1;1;2;1;1;0;1;2;0;0;0;0;1;0;1;1;0;1
Prov Namur;MEDECINE INTERNE;95;26;69;0;0;6;5;7;3;1;3;0;1;0;0;4;7;10;10;6;7;6;19
Prov Namur;RHUMATOLOGIE;16;5;11;0;0;1;1;2;1;0;0;0;0;0;0;1;1;1;0;3;1;1;3
Prov Namur;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;10;6;4;0;0;2;2;1;0;0;0;0;1;0;0;2;1;1;0;0;0;0;0
Prov Namur;MEDECINE LEGALE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Namur;MEDECINE D'URGENCE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Prov Namur;MEDECINE AIGUE;36;20;16;0;0;0;9;5;2;2;1;1;0;0;0;1;3;3;3;2;3;1;0
Prov Namur;GERIATRIE;9;6;3;0;0;1;2;1;0;1;0;0;1;0;0;0;0;1;0;0;2;0;0
Prov Namur;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;45;12;33;0;0;0;2;0;4;2;2;2;0;0;0;0;1;1;1;6;10;10;4
Prov Namur;ONCOLOGIE MEDICALE;10;3;7;0;0;0;1;0;0;2;0;0;0;0;0;0;1;1;3;1;1;0;0
Prov Namur;GESTION DE DONNEES DE SANTE;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0
Prov Luxembourg;MEDECINE DU TRAVAIL;21;11;10;0;0;0;1;1;2;1;4;2;0;0;0;0;2;1;2;1;3;1;0
Prov Luxembourg;ANESTHESIE-REANIMATION;37;11;26;0;0;1;4;3;2;0;1;0;0;0;0;0;3;1;2;8;3;3;6
Prov Luxembourg;CHIRURGIE;29;4;25;0;0;1;1;2;0;0;0;0;0;0;0;0;1;3;1;4;0;4;12
Prov Luxembourg;NEUROCHIRURGIE;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1
Prov Luxembourg;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Prov Luxembourg;NEUROLOGIE;9;6;3;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;1;1;1;0;0
Prov Luxembourg;PSYCHIATRIE;23;6;17;0;0;0;0;1;2;1;1;1;0;0;0;0;1;2;2;1;1;2;8
Prov Luxembourg;GYNECOLOGIE-OBSTETRIQUE;28;7;21;0;0;2;0;4;1;0;0;0;0;0;0;1;1;3;2;1;5;5;3
Prov Luxembourg;OPHTALMOLOGIE;20;9;11;0;0;0;3;0;1;1;1;0;3;0;0;0;1;0;2;2;1;3;2
Prov Luxembourg;OTO-RHINO-LARYNGOLOGIE;12;6;6;0;0;2;0;1;3;0;0;0;0;0;0;0;0;0;1;1;1;1;2
Prov Luxembourg;UROLOGIE;12;1;11;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;2;1;5
Prov Luxembourg;CHIRURGIE ORTHOPEDIQUE;23;2;21;0;0;0;0;1;1;0;0;0;0;0;0;0;2;3;2;5;1;2;6
Prov Luxembourg;STOMATOLOGIE;10;5;5;0;0;2;2;0;0;0;0;1;0;0;0;0;0;0;1;0;2;0;2
Prov Luxembourg;DERMATO-VENEREOLOGIE;10;6;4;0;0;1;0;1;2;0;0;1;1;0;0;0;0;0;0;0;0;0;4
Prov Luxembourg;PNEUMOLOGIE;8;2;6;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;3;1;0;0
Prov Luxembourg;GASTRO-ENTEROLOGIE;6;3;3;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1;1;0;1;0
Prov Luxembourg;PEDIATRIE;28;18;10;0;0;2;4;3;2;2;3;0;2;0;0;0;0;0;2;1;0;1;6
Prov Luxembourg;CARDIOLOGIE;19;1;18;0;0;0;0;0;0;0;1;0;0;0;0;2;1;2;5;2;4;1;1
Prov Luxembourg;NEUROPSYCHIATRIE;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3
Prov Luxembourg;MEDECINE PHYSIQUE ET READAPTATION;5;2;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1
Prov Luxembourg;BIOLOGIE CLINIQUE;14;7;7;0;0;0;0;1;0;2;1;2;1;0;0;0;0;0;0;0;2;1;4
Prov Luxembourg;RADIODIAGNOSTIC;38;7;31;0;0;0;2;2;1;0;1;1;0;0;0;1;1;3;7;4;4;6;5
Prov Luxembourg;RADIOTHERAPIE-ONCOLOGIE;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
Prov Luxembourg;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;4;4;0;0;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;MEDECINE NUCLEAIRE;6;2;4;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;1;1;0
Prov Luxembourg;ANATOMIE PATHOLOGIQUE;2;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;MEDECINE INTERNE;31;6;25;0;0;0;3;1;2;0;0;0;0;0;0;2;9;2;2;1;2;2;5
Prov Luxembourg;RHUMATOLOGIE;3;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
Prov Luxembourg;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;4;3;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
Prov Luxembourg;MEDECINE D'URGENCE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
Prov Luxembourg;MEDECINE AIGUE;6;3;3;0;0;0;1;0;0;0;2;0;0;0;0;0;1;0;2;0;0;0;0
Prov Luxembourg;GERIATRIE;3;2;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
Prov Luxembourg;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;20;5;15;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;1;2;6;5;1
Prov Luxembourg;ONCOLOGIE MEDICALE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
Prov Région de Bruxelles-capitale;MEDECINE DU TRAVAIL;82;42;40;0;0;1;2;9;6;9;7;5;3;0;0;1;1;0;3;8;8;10;9
Prov Région de Bruxelles-capitale;ANESTHESIE-REANIMATION;241;132;109;0;0;20;14;22;13;8;16;10;29;0;0;19;14;20;9;12;11;10;14
Prov Région de Bruxelles-capitale;CHIRURGIE;222;40;182;0;0;6;9;2;5;5;8;1;4;0;0;10;20;18;10;12;22;16;74
Prov Région de Bruxelles-capitale;NEUROCHIRURGIE;16;0;16;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;1;1;2;1;5
Prov Région de Bruxelles-capitale;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;40;7;33;0;0;2;2;0;0;1;1;1;0;0;0;5;5;7;3;3;1;3;6
Prov Région de Bruxelles-capitale;NEUROLOGIE;62;33;29;0;0;6;8;6;5;3;5;0;0;0;0;5;7;6;4;3;2;1;1
Prov Région de Bruxelles-capitale;PSYCHIATRIE;286;114;172;0;0;0;9;17;23;21;16;12;16;0;0;0;11;10;14;28;21;24;64
Prov Région de Bruxelles-capitale;GYNECOLOGIE-OBSTETRIQUE;259;131;128;0;1;23;20;15;17;20;16;8;11;0;0;3;11;8;7;11;18;21;49
Prov Région de Bruxelles-capitale;OPHTALMOLOGIE;143;79;64;0;2;11;12;4;6;9;9;3;23;0;0;4;7;5;6;4;5;4;29
Prov Région de Bruxelles-capitale;OTO-RHINO-LARYNGOLOGIE;104;43;61;0;0;7;9;6;5;3;3;3;7;0;0;5;1;3;9;8;9;4;22
Prov Région de Bruxelles-capitale;UROLOGIE;47;3;44;0;0;1;1;0;1;0;0;0;0;0;0;3;8;4;3;4;4;5;13
Prov Région de Bruxelles-capitale;CHIRURGIE ORTHOPEDIQUE;102;13;89;0;0;3;0;3;2;1;1;1;2;0;0;6;9;10;10;9;5;12;28
Prov Région de Bruxelles-capitale;STOMATOLOGIE;63;22;41;0;0;3;2;2;2;4;2;2;5;0;0;0;2;3;1;3;6;4;22
Prov Région de Bruxelles-capitale;DERMATO-VENEREOLOGIE;124;90;34;0;0;10;13;11;6;12;9;10;19;0;0;0;1;0;6;4;4;6;13
Prov Région de Bruxelles-capitale;PNEUMOLOGIE;55;23;32;0;0;5;5;7;0;0;3;0;3;0;0;0;4;3;5;6;3;5;6
Prov Région de Bruxelles-capitale;GASTRO-ENTEROLOGIE;99;31;68;0;0;4;6;7;3;1;3;4;3;0;0;4;5;9;11;5;4;10;20
Prov Région de Bruxelles-capitale;PEDIATRIE;308;186;122;0;0;27;32;23;21;15;15;20;33;0;0;5;8;11;4;11;13;18;52
Prov Région de Bruxelles-capitale;CARDIOLOGIE;168;50;118;0;0;8;7;6;8;11;4;3;3;0;0;4;7;10;16;17;12;16;36
Prov Région de Bruxelles-capitale;NEUROPSYCHIATRIE;66;26;40;0;0;0;0;0;0;2;3;5;16;0;0;0;0;0;0;1;3;9;27
Prov Région de Bruxelles-capitale;MEDECINE PHYSIQUE ET READAPTATION;40;18;22;0;0;2;1;3;4;3;1;1;3;0;0;1;1;0;0;4;4;1;11
Prov Région de Bruxelles-capitale;BIOLOGIE CLINIQUE;114;55;59;0;0;4;2;6;3;10;10;8;12;0;0;1;1;1;4;7;9;10;26
Prov Région de Bruxelles-capitale;RADIODIAGNOSTIC;182;64;118;0;0;10;4;6;14;3;14;5;8;0;0;9;12;9;12;21;12;9;34
Prov Région de Bruxelles-capitale;RADIOTHERAPIE-ONCOLOGIE;16;11;5;0;0;0;1;0;2;3;1;2;2;0;0;2;2;0;0;0;0;0;1
Prov Région de Bruxelles-capitale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;27;21;6;0;0;7;4;4;3;1;0;0;2;0;0;1;1;0;0;2;1;0;1
Prov Région de Bruxelles-capitale;MEDECINE NUCLEAIRE;36;11;25;0;0;1;3;0;0;3;0;1;3;0;0;0;4;1;1;3;2;3;11
Prov Région de Bruxelles-capitale;ANATOMIE PATHOLOGIQUE;44;26;18;0;0;4;3;3;3;4;1;2;6;0;0;1;2;2;1;4;2;1;5
Prov Région de Bruxelles-capitale;MEDECINE INTERNE;315;105;210;0;1;19;26;15;10;9;9;10;6;0;0;10;18;18;19;18;25;24;78
Prov Région de Bruxelles-capitale;RHUMATOLOGIE;42;16;26;0;0;2;2;2;2;3;2;1;2;0;0;0;1;2;4;3;5;1;10
Prov Région de Bruxelles-capitale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;62;32;30;0;0;3;7;8;5;4;3;1;1;0;0;6;11;4;1;3;3;1;1
Prov Région de Bruxelles-capitale;MEDECINE D'URGENCE;11;5;6;0;0;0;4;0;0;1;0;0;0;0;0;1;2;0;1;1;1;0;0
Prov Région de Bruxelles-capitale;MEDECINE AIGUE;44;17;27;0;1;3;5;2;2;2;2;0;0;0;0;0;4;9;7;2;3;1;1
Prov Région de Bruxelles-capitale;GERIATRIE;15;10;5;0;0;3;2;2;2;0;1;0;0;0;0;0;0;0;1;1;2;1;0
Prov Région de Bruxelles-capitale;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;49;19;30;0;0;0;2;2;1;2;11;1;0;0;0;0;1;0;4;8;9;3;5
Prov Région de Bruxelles-capitale;ONCOLOGIE MEDICALE;38;20;18;0;0;5;4;3;3;2;1;2;0;0;0;0;2;2;4;1;5;3;1
Prov Région de Bruxelles-capitale;GESTION DE DONNEES DE SANTE;10;6;4;0;0;0;0;2;2;1;1;0;0;0;0;0;0;0;2;0;2;0;0
