Gebied-Specialiteit;Unnamed: 1;Totaal;Geslacht;Unnamed: 4;Vrouw;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Man;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22
;Otorhinolaryngologie;41.0;17;24;0;2;1;1;2;3;5;2;1;0;2;0;2;2;1;4;4;9
;Stomatologie;22.0;3;19;0;0;0;1;0;1;0;1;0;0;3;3;0;3;1;1;0;8
;Dermato-venereologie;32.0;20;12;1;7;3;1;1;3;1;0;3;0;0;0;0;1;0;2;0;9
;Pediatrie;87.0;51;36;0;11;4;5;6;5;5;1;14;0;2;2;6;1;3;3;1;18
;Fysische geneeskunde en revalidatie;27.0;17;10;0;0;1;3;1;4;2;2;4;0;1;0;1;0;1;1;1;5
;Klinische biologie;42.0;24;18;0;1;0;3;3;2;0;5;10;0;0;1;1;0;0;1;2;13
;Rontgendiagnose;98.0;29;69;0;2;7;4;5;5;2;1;3;0;6;8;5;3;5;8;6;28
;Radiotherapie - oncologie;17.0;13;4;0;2;2;2;1;1;3;2;0;0;0;0;2;1;1;0;0;0
;Nucleaire geneeskunde;19.0;7;12;0;0;0;1;2;0;3;1;0;0;0;0;0;1;1;3;0;7
;Pathologische anatomie;9.0;7;2;0;0;1;1;2;1;0;1;1;0;0;0;0;0;1;1;0;0
;Medische oncologie;16.0;7;9;0;1;2;1;0;0;1;1;1;0;0;2;0;2;2;1;2;0
;Arbeidsgeneeskunde;56.0;36;20;0;0;0;7;7;5;3;8;6;0;0;0;0;1;3;1;4;11
;"Verzekeringsgeneeskunde en
medische expertise";42.0;12;30;0;0;0;1;1;2;2;3;3;0;0;0;0;2;0;4;4;20
Luxemburg;Alle specialiteiten;491.0;203;288;0;18;27;32;38;28;22;14;24;0;5;9;21;30;27;44;36;116
;Geriatrie;12.0;10;2;0;3;2;3;1;0;1;0;0;0;0;0;0;0;0;0;0;2
;Urgentiegeneeskunde;5.0;1;4;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1
;Anesthesie-reanimatie;42.0;17;25;0;1;4;4;3;3;1;0;1;0;1;2;1;2;1;4;6;8
;Heelkunde;32.0;9;23;0;3;1;2;3;0;0;0;0;0;0;1;2;3;2;3;3;9
;Neurochirurgie;3.0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
;"Plastische, reconstructieve en
esthetische heelkunde";1.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
;Urologie;10.0;1;9;0;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;6
;Orthopedische heelkunde;27.0;2;25;0;0;0;0;0;1;1;0;0;0;2;2;0;4;3;3;3;8
;Neurologie;10.0;7;3;0;0;2;1;1;2;1;0;0;0;0;0;0;0;1;0;1;1
;Psychiatrie;19.0;6;13;0;0;0;1;1;1;1;1;1;0;0;0;0;1;1;3;0;8
;Neuropsychiatrie;3.0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";5.0;5;0;0;0;1;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";6.0;4;2;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0
;Pneumologie;8.0;2;6;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;2;0
;Gastro-enterologie;9.0;3;6;0;0;1;0;0;1;0;1;0;0;0;0;2;1;0;2;0;1
;Cardiologie;19.0;4;15;0;1;2;0;0;0;0;1;0;0;1;0;1;3;0;3;1;6
;Inwendige geneeskunde;32.0;10;22;0;1;0;4;2;1;2;0;0;0;0;0;4;6;2;2;1;7
;Reumatologie;4.0;2;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
;Acute geneeskunde;6.0;3;3;0;0;0;0;1;0;0;2;0;0;0;0;0;0;1;1;1;0
;Gynaecologie-verloskunde;32.0;15;17;0;3;5;2;2;2;1;0;0;0;0;1;1;1;3;3;2;6
;Oftalmologie;17.0;9;8;0;1;0;1;1;1;0;2;3;0;0;0;0;1;1;2;1;3
;Otorhinolaryngologie;11.0;6;5;0;0;0;2;0;3;1;0;0;0;0;0;0;0;0;2;0;3
;Stomatologie;6.0;3;3;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;2
;Dermato-venereologie;8.0;6;2;0;1;0;1;0;1;2;0;1;0;0;0;0;0;0;1;0;1
;Pediatrie;37.0;27;10;0;3;2;5;5;3;3;2;4;0;0;1;0;1;0;2;1;5
;Fysische geneeskunde en revalidatie;7.0;3;4;0;0;1;0;2;0;0;0;0;0;0;0;1;0;1;0;0;2
;Klinische biologie;11.0;5;6;0;0;0;0;0;1;1;1;2;0;0;0;0;0;0;0;0;6
;Rontgendiagnose;39.0;10;29;0;0;1;2;1;2;1;1;2;0;0;0;3;1;4;8;6;7
;Radiotherapie - oncologie;2.0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
;Nucleaire geneeskunde;5.0;2;3;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;2
;Pathologische anatomie;2.0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
;Medische oncologie;4.0;2;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0
;Klinische genetica;1.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
;Arbeidsgeneeskunde;34.0;19;15;0;0;0;2;6;2;3;1;5;0;0;0;3;3;2;1;1;5
;"Verzekeringsgeneeskunde en
medische expertise";22.0;5;17;0;0;0;0;0;3;0;2;0;0;0;0;0;0;1;1;5;10
"Brussels
Hoofdstedelijk Gewest";Alle specialiteiten;3901.0;1903;1998;7;266;266;269;189;189;173;172;372;5;160;141;164;165;166;200;227;770
;Geriatrie;33.0;23;10;0;3;6;7;2;2;1;2;0;0;0;1;1;1;1;1;3;2
;Urgentiegeneeskunde;46.0;24;22;0;8;9;3;1;1;2;0;0;0;4;7;6;1;2;1;1;0
;Gerechtelijke geneeskunde;2.0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Beheer van gezondheidsgegevens;11.0;6;5;0;0;0;0;0;4;0;2;0;0;0;0;1;0;0;2;2;0
;Anesthesie-reanimatie;285.0;143;142;0;27;18;16;14;14;9;14;31;0;23;20;15;16;22;12;11;23
;Heelkunde;210.0;55;155;0;9;9;7;7;3;4;8;8;0;14;12;10;11;17;13;12;66
;Neurochirurgie;22.0;3;19;0;1;1;0;1;0;0;0;0;0;1;3;1;3;1;0;4;6
;"Plastische, reconstructieve en
esthetische heelkunde";39.0;10;29;0;2;2;3;0;0;1;1;1;0;1;2;3;6;2;1;4;10
;Urologie;47.0;5;42;0;1;1;2;1;0;0;0;0;0;7;3;3;3;1;5;3;17
;Orthopedische heelkunde;121.0;21;100;0;4;4;1;1;4;3;1;3;0;12;8;10;9;6;11;9;35
;Neurologie;86.0;47;39;0;7;7;10;4;7;4;5;3;1;5;4;5;7;7;5;2;3
;Psychiatrie;258.0;111;147;0;0;1;4;12;15;31;14;34;0;0;0;2;11;10;17;25;82
;Neuropsychiatrie;34.0;12;22;0;0;0;0;0;0;1;0;11;0;0;0;0;0;0;0;0;22
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";52.0;36;16;0;4;15;7;3;3;2;0;2;0;6;2;4;0;0;0;3;1
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";105.0;63;42;0;13;12;8;10;6;5;3;6;0;5;5;16;6;1;3;3;3
;Pneumologie;72.0;34;38;0;6;8;6;5;3;1;1;4;0;2;1;5;1;3;6;6;14
;Gastro-enterologie;104.0;38;66;0;5;4;7;7;3;4;1;7;0;4;6;8;5;6;6;6;25
;Cardiologie;198.0;70;128;0;6;14;13;6;8;4;11;8;0;9;10;14;13;10;21;11;40
;Inwendige geneeskunde;339.0;142;197;0;20;27;36;14;12;9;6;18;0;13;15;15;19;17;18;19;81
;Reumatologie;40.0;18;22;0;0;3;3;3;1;2;2;4;0;1;0;0;0;3;4;2;12
;Acute geneeskunde;36.0;20;16;1;2;4;1;3;4;1;2;2;0;0;1;1;1;3;4;2;4
;Gynaecologie-verloskunde;294.0;182;112;0;36;34;19;17;11;18;20;27;0;4;5;9;8;9;7;13;57
;Oftalmologie;172.0;106;66;2;17;14;14;7;6;5;11;30;3;8;3;4;12;3;7;6;20
;Otorhinolaryngologie;97.0;40;57;0;9;0;8;5;5;2;1;10;0;4;1;3;0;8;10;8;23
;Stomatologie;56.0;21;35;0;2;1;4;0;3;2;3;6;0;4;1;1;3;1;1;6;18
;Dermato-venereologie;137.0;100;37;4;15;3;12;9;10;11;7;29;1;1;2;2;2;3;6;4;16
;Pediatrie;337.0;236;101;0;33;30;44;23;18;23;11;54;0;5;9;6;6;9;3;8;55
;Fysische geneeskunde en revalidatie;42.0;26;16;0;6;1;5;3;4;4;0;3;0;0;1;0;1;0;1;7;6
;Klinische biologie;102.0;57;45;0;6;3;2;4;7;5;10;20;0;1;2;2;1;2;5;6;26
;Rontgendiagnose;213.0;89;124;0;10;14;13;1;19;6;11;15;0;14;11;10;6;13;13;16;41
;Radiotherapie - oncologie;23.0;18;5;0;0;4;0;5;2;1;2;4;0;2;1;0;0;0;0;1;1
;Nucleaire geneeskunde;46.0;15;31;0;1;3;3;1;0;2;2;3;0;5;3;1;5;0;2;2;13
;Pathologische anatomie;49.0;32;17;0;7;3;2;4;3;1;3;9;0;3;0;1;1;1;2;3;6
;Medische oncologie;57.0;30;27;0;4;10;5;3;2;2;1;3;0;2;1;2;6;3;3;3;7
;Klinische genetica;9.0;7;2;0;0;1;0;3;1;0;0;2;0;0;0;1;0;0;0;0;1
;Arbeidsgeneeskunde;80.0;44;36;0;1;0;4;7;6;7;10;9;0;0;0;1;0;0;6;8;21
;"Verzekeringsgeneeskunde en
medische expertise";47.0;18;29;0;0;0;0;3;2;0;7;6;0;0;0;1;1;2;4;8;13
