gebied;specialiteit;totaal;geslacht_vrouw;geslacht_man;vrouw_25-29;vrouw_30-34;vrouw_35-39;vrouw_40-44;vrouw_45-49;vrouw_50-54;vrouw_55-59;vrouw_60-64;vrouw_65plus;man_25-29;man_30-34;man_35-39;man_40-44;man_45-49;man_50-54;man_55-59;man_60-64;man_65plus
Luik;Dermato-venereologie;91;60;31;1;6;10;7;7;9;7;1;12;0;2;2;2;1;3;2;6;13
Luik;Pediatrie;246;164;82;0;28;29;22;22;16;11;9;27;0;5;4;4;7;8;5;5;44
Luik;Fysische geneeskunde en revalidatie;86;41;45;0;4;4;6;5;7;4;4;7;0;3;5;4;2;3;7;9;12
Luik;Klinische biologie;66;31;35;0;1;1;2;2;2;2;3;18;0;0;1;1;0;0;5;6;22
Luik;Rontgendiagnose;201;48;153;0;6;7;6;3;6;12;3;5;0;14;11;5;15;15;20;20;53
Luik;Radiotherapie - oncologie;22;10;12;0;1;2;0;1;1;1;1;3;0;2;0;2;1;3;0;1;3
Luik;Nucleaire geneeskunde;49;19;30;0;2;0;2;1;2;6;2;4;0;1;2;3;1;1;0;6;16
Luik;Pathologische anatomie;33;21;12;0;1;2;2;3;4;4;1;4;0;2;0;0;0;1;3;3;3
Luik;Medische oncologie;36;22;14;0;4;3;1;7;3;1;0;3;0;1;0;1;1;4;2;1;4
Luik;Klinische genetica;10;6;4;0;0;2;1;1;1;0;0;1;0;0;0;0;3;0;1;0;0
Luik;Arbeidsgeneeskunde;101;57;44;0;0;2;9;16;4;8;6;12;0;0;1;0;3;3;3;5;29
Luik;Verzekeringsgeneeskunde en medische expertise;84;30;54;0;0;0;1;1;3;3;9;13;0;0;0;0;1;6;6;15;26
Namen;Alle specialiteiten;1378;557;821;1;56;75;80;95;69;55;48;78;0;44;57;70;93;65;105;93;294
Namen;Geriatrie;15;10;5;0;1;1;1;3;1;2;0;1;0;1;0;0;2;0;0;0;2
Namen;Urgentiegeneeskunde;10;1;9;0;0;1;0;0;0;0;0;0;0;2;1;1;1;2;1;1;0
Namen;Gerechtelijke geneeskunde;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Namen;Beheer van gezondheidsgegevens;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
Namen;Anesthesie-reanimatie;119;44;75;0;3;7;6;11;4;1;6;6;0;5;4;8;12;7;13;14;12
Namen;Heelkunde;95;15;80;0;2;2;2;3;2;3;1;0;0;1;4;10;10;5;10;9;31
Namen;Neurochirurgie;15;1;14;0;0;0;1;0;0;0;0;0;0;3;0;1;2;2;2;2;2
Namen;Plastische, reconstructieve en esthetische heelkunde;7;1;6;0;0;0;0;1;0;0;0;0;0;0;2;0;1;1;1;1;0
Namen;Urologie;18;5;13;0;1;0;1;2;1;0;0;0;0;2;1;1;3;2;0;1;3
Namen;Orthopedische heelkunde;71;8;63;0;1;3;1;2;0;0;0;1;0;1;9;8;7;1;9;8;20
Namen;Neurologie;28;19;9;0;3;1;3;5;2;2;2;1;0;1;0;0;1;0;3;1;3
Namen;Psychiatrie;48;16;32;0;0;2;0;4;5;5;0;0;0;0;0;1;6;1;5;4;15
Namen;Neuropsychiatrie;4;1;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3
Namen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;9;6;3;0;0;4;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1
Namen;Psychiatrie, meer bepaald volwassenpsychiatrie;24;13;11;0;1;3;4;2;1;0;1;1;0;2;4;3;2;0;0;0;0
Namen;Pneumologie;34;14;20;0;2;3;4;2;1;1;0;1;0;3;2;1;2;3;4;2;3
Namen;Gastro-enterologie;36;9;27;0;0;4;2;0;0;2;1;0;0;1;1;1;3;1;5;5;10
Namen;Cardiologie;59;15;44;0;2;3;2;3;4;1;0;0;0;5;3;3;6;5;6;4;12
Namen;Inwendige geneeskunde;106;43;63;0;7;8;8;7;5;2;4;2;0;1;4;4;11;8;7;6;22
Namen;Reumatologie;17;7;10;0;1;0;1;3;2;0;0;0;0;0;0;1;0;1;1;2;5
Namen;Acute geneeskunde;30;20;10;0;0;1;2;7;6;1;2;1;0;0;1;1;2;2;3;0;1
Namen;Gynaecologie-verloskunde;66;39;27;0;3;8;7;6;2;6;2;5;0;0;1;4;2;1;1;3;15
Namen;Oftalmologie;55;27;28;0;3;3;4;2;1;2;1;11;0;2;4;3;3;3;3;5;5
Namen;Otorhinolaryngologie;41;17;24;0;2;1;1;2;3;5;2;1;0;2;0;2;2;1;4;4;9
Namen;Stomatologie;22;3;19;0;0;0;1;0;1;0;1;0;0;3;3;0;3;1;1;0;8
Namen;Dermato-venereologie;32;20;12;1;7;3;1;1;3;1;0;3;0;0;0;0;1;0;2;0;9
Namen;Pediatrie;87;51;36;0;11;4;5;6;5;5;1;14;0;2;2;6;1;3;3;1;18
Namen;Fysische geneeskunde en revalidatie;27;17;10;0;0;1;3;1;4;2;2;4;0;1;0;1;0;1;1;1;5
Namen;Klinische biologie;42;24;18;0;1;0;3;3;2;0;5;10;0;0;1;1;0;0;1;2;13
Namen;Rontgendiagnose;98;29;69;0;2;7;4;5;5;2;1;3;0;6;8;5;3;5;8;6;28
Namen;Radiotherapie - oncologie;17;13;4;0;2;2;2;1;1;3;2;0;0;0;0;2;1;1;0;0;0
Namen;Nucleaire geneeskunde;19;7;12;0;0;0;1;2;0;3;1;0;0;0;0;0;1;1;3;0;7
Namen;Pathologische anatomie;9;7;2;0;0;1;1;2;1;0;1;1;0;0;0;0;0;1;1;0;0
Namen;Medische oncologie;16;7;9;0;1;2;1;0;0;1;1;1;0;0;2;0;2;2;1;2;0
Namen;Arbeidsgeneeskunde;56;36;20;0;0;0;7;7;5;3;8;6;0;0;0;0;1;3;1;4;11
Namen;Verzekeringsgeneeskunde en medische expertise;42;12;30;0;0;0;1;1;2;2;3;3;0;0;0;0;2;0;4;4;20
Luxemburg;Alle specialiteiten;491;203;288;0;18;27;32;38;28;22;14;24;0;5;9;21;30;27;44;36;116
Luxemburg;Geriatrie;12;10;2;0;3;2;3;1;0;1;0;0;0;0;0;0;0;0;0;0;2
Luxemburg;Urgentiegeneeskunde;5;1;4;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1
Luxemburg;Anesthesie-reanimatie;42;17;25;0;1;4;4;3;3;1;0;1;0;1;2;1;2;1;4;6;8
Luxemburg;Heelkunde;32;9;23;0;3;1;2;3;0;0;0;0;0;0;1;2;3;2;3;3;9
Luxemburg;Neurochirurgie;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
Luxemburg;Plastische, reconstructieve en esthetische heelkunde;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Luxemburg;Urologie;10;1;9;0;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;6
Luxemburg;Orthopedische heelkunde;27;2;25;0;0;0;0;0;1;1;0;0;0;2;2;0;4;3;3;3;8
Luxemburg;Neurologie;10;7;3;0;0;2;1;1;2;1;0;0;0;0;0;0;0;1;0;1;1
Luxemburg;Psychiatrie;19;6;13;0;0;0;1;1;1;1;1;1;0;0;0;0;1;1;3;0;8
Luxemburg;Neuropsychiatrie;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
Luxemburg;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;5;5;0;0;0;1;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0
Luxemburg;Psychiatrie, meer bepaald volwassenpsychiatrie;6;4;2;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0
Luxemburg;Pneumologie;8;2;6;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;2;0
Luxemburg;Gastro-enterologie;9;3;6;0;0;1;0;0;1;0;1;0;0;0;0;2;1;0;2;0;1
Luxemburg;Cardiologie;19;4;15;0;1;2;0;0;0;0;1;0;0;1;0;1;3;0;3;1;6
Luxemburg;Inwendige geneeskunde;32;10;22;0;1;0;4;2;1;2;0;0;0;0;0;4;6;2;2;1;7
Luxemburg;Reumatologie;4;2;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
Luxemburg;Acute geneeskunde;6;3;3;0;0;0;0;1;0;0;2;0;0;0;0;0;0;1;1;1;0
Luxemburg;Gynaecologie-verloskunde;32;15;17;0;3;5;2;2;2;1;0;0;0;0;1;1;1;3;3;2;6
Luxemburg;Oftalmologie;17;9;8;0;1;0;1;1;1;0;2;3;0;0;0;0;1;1;2;1;3
Luxemburg;Otorhinolaryngologie;11;6;5;0;0;0;2;0;3;1;0;0;0;0;0;0;0;0;2;0;3
Luxemburg;Stomatologie;6;3;3;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;2
Luxemburg;Dermato-venereologie;8;6;2;0;1;0;1;0;1;2;0;1;0;0;0;0;0;0;1;0;1
Luxemburg;Pediatrie;37;27;10;0;3;2;5;5;3;3;2;4;0;0;1;0;1;0;2;1;5
Luxemburg;Fysische geneeskunde en revalidatie;7;3;4;0;0;1;0;2;0;0;0;0;0;0;0;1;0;1;0;0;2
Luxemburg;Klinische biologie;11;5;6;0;0;0;0;0;1;1;1;2;0;0;0;0;0;0;0;0;6
Luxemburg;Rontgendiagnose;39;10;29;0;0;1;2;1;2;1;1;2;0;0;0;3;1;4;8;6;7
Luxemburg;Radiotherapie - oncologie;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
Luxemburg;Nucleaire geneeskunde;5;2;3;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;2
Luxemburg;Pathologische anatomie;2;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Luxemburg;Medische oncologie;4;2;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0
Luxemburg;Klinische genetica;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Luxemburg;Arbeidsgeneeskunde;34;19;15;0;0;0;2;6;2;3;1;5;0;0;0;3;3;2;1;1;5
Luxemburg;Verzekeringsgeneeskunde en medische expertise;22;5;17;0;0;0;0;0;3;0;2;0;0;0;0;0;0;1;1;5;10
Brussels Hoofdstedelijk Gewest;Alle specialiteiten;3901;1903;1998;7;266;266;269;189;189;173;172;372;5;160;141;164;165;166;200;227;770
Brussels Hoofdstedelijk Gewest;Geriatrie;33;23;10;0;3;6;7;2;2;1;2;0;0;0;1;1;1;1;1;3;2
Brussels Hoofdstedelijk Gewest;Urgentiegeneeskunde;46;24;22;0;8;9;3;1;1;2;0;0;0;4;7;6;1;2;1;1;0
Brussels Hoofdstedelijk Gewest;Gerechtelijke geneeskunde;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Beheer van gezondheidsgegevens;11;6;5;0;0;0;0;0;4;0;2;0;0;0;0;1;0;0;2;2;0
Brussels Hoofdstedelijk Gewest;Anesthesie-reanimatie;285;143;142;0;27;18;16;14;14;9;14;31;0;23;20;15;16;22;12;11;23
Brussels Hoofdstedelijk Gewest;Heelkunde;210;55;155;0;9;9;7;7;3;4;8;8;0;14;12;10;11;17;13;12;66
Brussels Hoofdstedelijk Gewest;Neurochirurgie;22;3;19;0;1;1;0;1;0;0;0;0;0;1;3;1;3;1;0;4;6
Brussels Hoofdstedelijk Gewest;Plastische, reconstructieve en esthetische heelkunde;39;10;29;0;2;2;3;0;0;1;1;1;0;1;2;3;6;2;1;4;10
Brussels Hoofdstedelijk Gewest;Urologie;47;5;42;0;1;1;2;1;0;0;0;0;0;7;3;3;3;1;5;3;17
Brussels Hoofdstedelijk Gewest;Orthopedische heelkunde;121;21;100;0;4;4;1;1;4;3;1;3;0;12;8;10;9;6;11;9;35
Brussels Hoofdstedelijk Gewest;Neurologie;86;47;39;0;7;7;10;4;7;4;5;3;1;5;4;5;7;7;5;2;3
Brussels Hoofdstedelijk Gewest;Psychiatrie;258;111;147;0;0;1;4;12;15;31;14;34;0;0;0;2;11;10;17;25;82
Brussels Hoofdstedelijk Gewest;Neuropsychiatrie;34;12;22;0;0;0;0;0;0;1;0;11;0;0;0;0;0;0;0;0;22
Brussels Hoofdstedelijk Gewest;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;52;36;16;0;4;15;7;3;3;2;0;2;0;6;2;4;0;0;0;3;1
Brussels Hoofdstedelijk Gewest;Psychiatrie, meer bepaald volwassenpsychiatrie;105;63;42;0;13;12;8;10;6;5;3;6;0;5;5;16;6;1;3;3;3
Brussels Hoofdstedelijk Gewest;Pneumologie;72;34;38;0;6;8;6;5;3;1;1;4;0;2;1;5;1;3;6;6;14
Brussels Hoofdstedelijk Gewest;Gastro-enterologie;104;38;66;0;5;4;7;7;3;4;1;7;0;4;6;8;5;6;6;6;25
Brussels Hoofdstedelijk Gewest;Cardiologie;198;70;128;0;6;14;13;6;8;4;11;8;0;9;10;14;13;10;21;11;40
Brussels Hoofdstedelijk Gewest;Inwendige geneeskunde;339;142;197;0;20;27;36;14;12;9;6;18;0;13;15;15;19;17;18;19;81
Brussels Hoofdstedelijk Gewest;Reumatologie;40;18;22;0;0;3;3;3;1;2;2;4;0;1;0;0;0;3;4;2;12
Brussels Hoofdstedelijk Gewest;Acute geneeskunde;36;20;16;1;2;4;1;3;4;1;2;2;0;0;1;1;1;3;4;2;4
Brussels Hoofdstedelijk Gewest;Gynaecologie-verloskunde;294;182;112;0;36;34;19;17;11;18;20;27;0;4;5;9;8;9;7;13;57
Brussels Hoofdstedelijk Gewest;Oftalmologie;172;106;66;2;17;14;14;7;6;5;11;30;3;8;3;4;12;3;7;6;20
Brussels Hoofdstedelijk Gewest;Otorhinolaryngologie;97;40;57;0;9;0;8;5;5;2;1;10;0;4;1;3;0;8;10;8;23
Brussels Hoofdstedelijk Gewest;Stomatologie;56;21;35;0;2;1;4;0;3;2;3;6;0;4;1;1;3;1;1;6;18
Brussels Hoofdstedelijk Gewest;Dermato-venereologie;137;100;37;4;15;3;12;9;10;11;7;29;1;1;2;2;2;3;6;4;16
Brussels Hoofdstedelijk Gewest;Pediatrie;337;236;101;0;33;30;44;23;18;23;11;54;0;5;9;6;6;9;3;8;55
Brussels Hoofdstedelijk Gewest;Fysische geneeskunde en revalidatie;42;26;16;0;6;1;5;3;4;4;0;3;0;0;1;0;1;0;1;7;6
Brussels Hoofdstedelijk Gewest;Klinische biologie;102;57;45;0;6;3;2;4;7;5;10;20;0;1;2;2;1;2;5;6;26
Brussels Hoofdstedelijk Gewest;Rontgendiagnose;213;89;124;0;10;14;13;1;19;6;11;15;0;14;11;10;6;13;13;16;41
Brussels Hoofdstedelijk Gewest;Radiotherapie - oncologie;23;18;5;0;0;4;0;5;2;1;2;4;0;2;1;0;0;0;0;1;1
Brussels Hoofdstedelijk Gewest;Nucleaire geneeskunde;46;15;31;0;1;3;3;1;0;2;2;3;0;5;3;1;5;0;2;2;13
Brussels Hoofdstedelijk Gewest;Pathologische anatomie;49;32;17;0;7;3;2;4;3;1;3;9;0;3;0;1;1;1;2;3;6
Brussels Hoofdstedelijk Gewest;Medische oncologie;57;30;27;0;4;10;5;3;2;2;1;3;0;2;1;2;6;3;3;3;7
Brussels Hoofdstedelijk Gewest;Klinische genetica;9;7;2;0;0;1;0;3;1;0;0;2;0;0;0;1;0;0;0;0;1
Brussels Hoofdstedelijk Gewest;Arbeidsgeneeskunde;80;44;36;0;1;0;4;7;6;7;10;9;0;0;0;1;0;0;6;8;21
Brussels Hoofdstedelijk Gewest;Verzekeringsgeneeskunde en medische expertise;47;18;29;0;0;0;0;3;2;0;7;6;0;0;0;1;1;2;4;8;13
