Territoire;Specialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Prov Namur;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;3;2;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Namur;NEUROLOGIE;5;4;1;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Namur;GYNECOLOGIE-OBSTETRIQUE;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;OPHTALMOLOGIE;3;2;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Namur;OTO-RHINO-LARYNGOLOGIE;5;3;2;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Namur;UROLOGIE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Prov Namur;CHIRURGIE ORTHOPEDIQUE;3;1;2;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Namur;STOMATOLOGIE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Namur;PNEUMOLOGIE;3;2;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Namur;GASTRO-ENTEROLOGIE;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;PEDIATRIE;12;10;2;0;9;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Prov Namur;MEDECINE PHYSIQUE ET READAPTATION;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Namur;BIOLOGIE CLINIQUE;3;2;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Namur;RADIODIAGNOSTIC;10;2;8;0;2;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0
Prov Namur;RADIOTHERAPIE-ONCOLOGIE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;5;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;MEDECINE NUCLEAIRE;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;MEDECINE INTERNE;15;8;7;1;7;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0
Prov Namur;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;4;3;1;0;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Namur;MEDECINE D'URGENCE;6;1;5;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;1;1;0;0;0
Prov Namur;MEDECINE AIGUE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Namur;GERIATRIE;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;ONCOLOGIE MEDICALE;2;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Luxembourg;ANESTHESIE-REANIMATION;7;5;2;0;5;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Luxembourg;CHIRURGIE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;NEUROLOGIE;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;GYNECOLOGIE-OBSTETRIQUE;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;CHIRURGIE ORTHOPEDIQUE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Luxembourg;GASTRO-ENTEROLOGIE;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Prov Luxembourg;PEDIATRIE;7;5;2;2;3;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Prov Luxembourg;CARDIOLOGIE;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;RADIODIAGNOSTIC;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;MEDECINE INTERNE;4;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;MEDECINE D'URGENCE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;GERIATRIE;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;ANESTHESIE-REANIMATION;89;39;50;0;29;6;2;2;0;0;0;0;0;1;23;19;4;2;1;0;0;0;0
Prov Région de Bruxelles-capitale;CHIRURGIE;51;22;29;0;15;7;0;0;0;0;0;0;0;0;19;6;3;0;1;0;0;0;0
Prov Région de Bruxelles-capitale;NEUROCHIRURGIE;10;4;6;0;3;1;0;0;0;0;0;0;0;0;3;1;1;0;0;1;0;0;0
Prov Région de Bruxelles-capitale;CHIRURGIE PLASTIQUE, RECONSTRUCTRICE ET ESTHETIQUE;9;6;3;0;2;3;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;NEUROLOGIE;20;13;7;0;8;4;1;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;GYNECOLOGIE-OBSTETRIQUE;52;42;10;0;30;12;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;OPHTALMOLOGIE;24;17;7;0;14;3;0;0;0;0;0;0;0;0;5;0;2;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;OTO-RHINO-LARYNGOLOGIE;14;10;4;1;7;2;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;UROLOGIE;6;2;4;0;0;2;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;CHIRURGIE ORTHOPEDIQUE;33;7;26;0;2;3;2;0;0;0;0;0;0;0;15;8;2;1;0;0;0;0;0
Prov Région de Bruxelles-capitale;STOMATOLOGIE;10;3;7;0;3;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;DERMATO-VENEREOLOGIE;16;13;3;0;12;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;PNEUMOLOGIE;7;4;3;0;2;2;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;GASTRO-ENTEROLOGIE;15;11;4;0;4;6;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;PEDIATRIE;83;69;14;0;45;21;3;0;0;0;0;0;0;1;10;3;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;CARDIOLOGIE;18;6;12;0;1;5;0;0;0;0;0;0;0;0;4;4;3;0;0;0;1;0;0
Prov Région de Bruxelles-capitale;MEDECINE PHYSIQUE ET READAPTATION;4;3;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Prov Région de Bruxelles-capitale;BIOLOGIE CLINIQUE;9;7;2;0;4;0;1;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;RADIODIAGNOSTIC;54;23;31;0;13;4;5;1;0;0;0;0;0;0;18;9;3;0;1;0;0;0;0
Prov Région de Bruxelles-capitale;RADIOTHERAPIE-ONCOLOGIE;9;7;2;0;5;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE INFANTO-JUVENILE;14;11;3;0;8;3;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;MEDECINE NUCLEAIRE;8;4;4;0;3;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;ANATOMIE PATHOLOGIQUE;13;12;1;0;9;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;MEDECINE INTERNE;115;75;40;1;61;12;1;0;0;0;0;0;0;1;24;14;0;1;0;0;0;0;0
Prov Région de Bruxelles-capitale;PSYCHIATRIE, PARTICULIEREMENT PSYCHIATRIE DE L'ADULTE;39;25;14;0;14;7;3;1;0;0;0;0;0;0;6;3;3;0;1;1;0;0;0
Prov Région de Bruxelles-capitale;MEDECINE LEGALE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;MEDECINE D'URGENCE;30;17;13;0;10;4;1;0;1;1;0;0;0;0;7;2;3;1;0;0;0;0;0
Prov Région de Bruxelles-capitale;MEDECINE AIGUE;15;7;8;0;4;2;0;0;0;1;0;0;0;0;2;4;0;1;1;0;0;0;0
Prov Région de Bruxelles-capitale;GERIATRIE;12;9;3;0;6;2;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;MEDECINE D'ASSURANCE ET EXPERTISE MEDICALE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Prov Région de Bruxelles-capitale;ONCOLOGIE MEDICALE;5;4;1;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
