territoire;spécialité;total;genre_femme;genre_homme;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;femme_60-64;femme_65plus;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64;homme_65plus
Namur;Chirurgie;93;15;78;0;1;2;3;2;3;1;2;1;0;2;2;6;10;6;9;11;32
Namur;Neurochirurgie;15;1;14;0;0;0;0;1;0;0;0;0;0;0;2;2;2;2;1;1;4
Namur;Chirurgie plastique, reconstructive et esthétique;9;2;7;0;0;0;0;0;1;0;0;1;0;1;0;2;1;0;2;1;0
Namur;Urologie;18;4;14;0;0;0;0;3;1;0;0;0;0;1;2;2;3;1;1;1;3
Namur;Orthopédie;70;7;63;0;1;2;2;0;1;0;0;1;0;1;9;9;8;1;7;6;22
Namur;Neurologie;31;22;9;0;5;1;3;2;5;3;2;1;0;0;1;0;0;1;2;2;3
Namur;Psychiatrie;46;16;30;0;0;0;2;2;3;8;1;0;0;0;0;0;2;6;4;2;16
Namur;Neuropsychiatrie;3;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
Namur;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;10;6;4;0;0;4;0;1;0;0;0;1;0;1;0;0;1;1;0;0;1
Namur;Psychiatrie, particulièrement en psychiatrie adulte;27;16;11;0;2;2;5;4;1;0;1;1;0;0;4;5;1;1;0;0;0
Namur;Pneumologie;37;15;22;0;2;5;2;2;1;1;1;1;0;1;4;1;2;2;5;4;3
Namur;Gastro-entérologie;39;12;27;0;1;2;4;2;0;1;1;1;0;0;2;0;3;3;3;5;11
Namur;Cardiologie;60;16;44;0;2;3;3;2;2;4;0;0;0;5;4;3;3;6;5;4;14
Namur;Médecine interne;102;40;62;0;6;6;8;4;6;3;2;5;0;1;2;5;8;10;8;3;25
Namur;Rhumatologie;17;7;10;0;1;0;1;1;3;1;0;0;0;0;0;1;0;1;0;3;5
Namur;Médecine aiguë;32;20;12;0;2;0;1;8;4;2;1;2;0;1;1;0;3;2;3;1;1
Namur;Gynécologie-obstétrique;70;43;27;0;3;6;10;7;3;6;2;6;0;1;1;1;4;1;1;2;16
Namur;Ophtalmologie;59;30;29;1;3;4;2;3;2;2;1;12;0;2;4;3;4;0;4;5;7
Namur;Oto-rhino-laryngologie;43;18;25;0;2;3;0;2;1;3;6;1;0;1;1;1;4;1;2;4;11
Namur;Stomatologie;24;3;21;0;0;0;0;1;1;0;1;0;0;4;4;0;1;3;1;0;8
Namur;Dermato-vénéréologie;35;22;13;0;7;5;2;0;3;2;0;3;0;1;0;0;1;0;1;1;9
Namur;Pédiatrie;92;57;35;0;10;8;7;6;6;3;3;14;0;0;3;7;2;1;4;2;16
Namur;Médecine physique et réadaptation;29;18;11;0;1;1;2;2;2;2;3;5;0;2;0;1;0;0;2;0;6
Namur;Biologie clinique;43;24;19;0;0;1;1;4;2;1;3;12;0;1;0;2;0;0;0;3;13
Namur;Radiodiagnostic;94;29;65;0;0;6;3;8;3;4;2;3;0;4;7;7;4;5;8;2;28
Namur;Radiothérapie-oncologie;17;13;4;0;1;1;4;1;1;3;1;1;0;0;0;1;2;1;0;0;0
Namur;Médecine nucléaire;20;7;13;0;0;0;1;2;0;2;1;1;0;1;0;0;1;0;3;1;7
Namur;Anatomie pathologique;9;7;2;0;0;1;1;1;2;0;1;1;0;0;0;0;0;1;0;1;0
Namur;Oncologie médicale;18;8;10;0;2;1;1;1;0;0;2;1;0;0;2;2;0;1;2;1;2
Namur;Médecine du travail;59;37;22;0;0;1;3;6;8;4;6;9;0;0;1;1;1;2;1;5;11
Namur;Médecine d'assurance et expertise médicale;41;14;27;0;0;0;0;2;0;5;4;3;0;0;0;0;1;1;1;5;19
Luxembourg;Toutes les spécialités;524;220;304;0;21;30;28;42;31;24;14;30;0;13;15;14;31;23;38;40;130
Luxembourg;Gériatrie;11;9;2;0;1;2;2;2;1;0;1;0;0;0;0;0;0;0;0;0;2
Luxembourg;Médecine d'urgence;8;2;6;0;1;1;0;0;0;0;0;0;0;1;2;0;1;1;0;0;1
Luxembourg;Anesthésie-réanimation;44;19;25;0;1;4;4;5;3;1;0;1;0;0;2;0;3;1;2;7;10
Luxembourg;Chirurgie;33;11;22;0;4;1;2;2;2;0;0;0;0;0;2;2;1;3;2;3;9
Luxembourg;Neurochirurgie;4;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
Luxembourg;Chirurgie plastique, reconstructive et esthétique;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Luxembourg;Urologie;11;2;9;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;1;0;6
Luxembourg;Orthopédie;28;3;25;0;0;0;0;1;1;1;0;0;0;0;3;0;2;3;3;6;8
Luxembourg;Neurologie;10;8;2;0;0;3;0;2;2;1;0;0;0;0;0;0;0;0;1;0;1
Luxembourg;Psychiatrie;22;7;15;0;0;0;1;0;1;2;1;2;0;0;0;0;2;2;2;1;8
Luxembourg;Neuropsychiatrie;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Luxembourg;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;5;5;0;0;0;1;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0
Luxembourg;Psychiatrie, particulièrement en psychiatrie adulte;5;3;2;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0
Luxembourg;Pneumologie;11;2;9;0;0;1;0;1;0;0;0;0;0;2;2;0;1;0;0;3;1
Luxembourg;Gastro-entérologie;8;3;5;0;0;0;1;0;0;1;1;0;0;0;0;1;1;0;1;1;1
Luxembourg;Cardiologie;21;4;17;0;0;2;1;0;0;0;0;1;0;2;1;1;2;0;4;1;6
Luxembourg;Médecine interne;34;11;23;0;2;1;2;3;1;2;0;0;0;0;0;1;9;2;1;1;9
Luxembourg;Rhumatologie;4;2;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1
Luxembourg;Médecine aiguë;5;3;2;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;1;0;1
Luxembourg;Gynécologie-obstétrique;36;18;18;0;4;5;4;0;4;1;0;0;0;1;0;1;1;3;2;1;9
Luxembourg;Ophtalmologie;17;9;8;0;1;1;0;2;0;1;1;3;0;0;0;0;1;0;2;2;3
Luxembourg;Oto-rhino-laryngologie;14;7;7;0;0;0;2;0;1;3;1;0;0;0;1;1;0;0;1;1;3
Luxembourg;Stomatologie;8;3;5;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;3
Luxembourg;Dermato-vénéréologie;8;5;3;0;1;0;1;0;1;2;0;0;0;0;0;0;0;0;0;1;2
Luxembourg;Pédiatrie;38;29;9;0;4;3;3;6;3;2;3;5;0;1;1;0;1;0;2;1;3
Luxembourg;Médecine physique et réadaptation;7;3;4;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;2
Luxembourg;Biologie clinique;10;5;5;0;0;0;0;0;1;0;2;2;0;1;0;0;0;0;0;0;4
Luxembourg;Radiodiagnostic;42;10;32;0;0;1;0;3;1;2;0;3;0;3;0;4;0;3;7;4;11
Luxembourg;Radiothérapie-oncologie;3;2;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1
Luxembourg;Médecine nucléaire;9;3;6;0;0;1;0;0;1;0;0;1;0;0;1;0;2;0;0;0;3
Luxembourg;Anatomie pathologique;3;2;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0
Luxembourg;Oncologie médicale;4;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
Luxembourg;Génétique clinique;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Médecine du travail;36;21;15;0;0;1;1;5;4;3;1;6;0;0;0;0;3;2;2;2;6
Luxembourg;Médecine d'assurance et expertise médicale;21;5;16;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;2;3;11
Région de Bruxelles Capitale;Toutes les spécialités;3968;1968;2000;5;279;276;232;222;197;179;174;404;4;194;166;146;158;158;172;211;791
Région de Bruxelles Capitale;Gériatrie;43;29;14;0;4;7;7;3;5;1;1;1;0;1;2;2;1;0;1;2;5
Région de Bruxelles Capitale;Médecine d'urgence;51;27;24;0;7;10;4;3;0;1;2;0;0;6;6;5;3;1;2;0;1
Région de Bruxelles Capitale;Médecine légale;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Région de Bruxelles Capitale;Gestion des données de santé;11;6;5;0;0;0;0;0;3;1;1;1;0;0;0;1;0;0;2;0;2
Région de Bruxelles Capitale;Anesthésie-réanimation;303;145;158;0;27;19;14;10;18;11;7;39;0;37;19;19;10;23;12;11;27
Région de Bruxelles Capitale;Chirurgie;208;56;152;0;4;13;8;8;3;4;4;12;0;11;20;5;10;18;12;11;65
Région de Bruxelles Capitale;Neurochirurgie;20;4;16;0;0;2;0;0;2;0;0;0;0;1;0;2;2;2;0;3;6
Région de Bruxelles Capitale;Chirurgie plastique, reconstructive et esthétique;37;8;29;0;1;1;2;1;0;0;1;2;0;5;2;4;3;4;1;2;8
Région de Bruxelles Capitale;Urologie;54;7;47;0;2;2;1;2;0;0;0;0;0;4;6;3;4;2;5;3;20
Région de Bruxelles Capitale;Orthopédie;109;21;88;0;4;2;2;1;4;3;1;4;0;6;7;8;7;7;11;11;31
Région de Bruxelles Capitale;Neurologie;95;55;40;2;11;7;6;8;6;6;4;5;0;3;6;6;8;6;2;5;4
Région de Bruxelles Capitale;Psychiatrie;248;105;143;0;0;0;2;8;16;25;22;32;0;0;0;0;9;7;12;27;88
Région de Bruxelles Capitale;Neuropsychiatrie;27;10;17;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;17
Région de Bruxelles Capitale;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;60;42;18;0;6;11;13;4;2;3;1;2;0;7;2;4;1;0;0;2;2
Région de Bruxelles Capitale;Psychiatrie, particulièrement en psychiatrie adulte;124;72;52;0;17;20;4;11;8;5;3;4;0;13;6;10;12;3;1;2;5
Région de Bruxelles Capitale;Pneumologie;74;36;38;0;7;5;9;4;6;0;1;4;0;3;1;1;5;2;4;7;15
Région de Bruxelles Capitale;Gastro-entérologie;113;43;70;0;7;6;6;7;4;4;1;8;0;5;7;7;5;6;8;7;25
Région de Bruxelles Capitale;Cardiologie;210;82;128;0;10;15;15;9;4;8;11;10;0;12;12;11;11;11;14;15;42
Région de Bruxelles Capitale;Médecine interne;350;148;202;0;20;28;26;25;14;8;8;19;1;21;14;20;15;17;19;16;79
Région de Bruxelles Capitale;Rhumatologie;40;20;20;0;2;1;3;1;3;3;3;4;0;0;1;0;0;3;3;2;11
Région de Bruxelles Capitale;Médecine aiguë;28;14;14;0;0;2;2;3;4;0;2;1;0;1;0;0;2;2;3;3;3
Région de Bruxelles Capitale;Gynécologie-obstétrique;298;188;110;0;39;36;19;15;11;14;21;33;0;2;7;5;11;8;6;12;59
Région de Bruxelles Capitale;Ophtalmologie;169;108;61;3;14;14;13;13;4;7;9;31;2;6;5;5;9;6;5;3;20
Région de Bruxelles Capitale;Oto-rhino-laryngologie;87;38;49;0;5;3;3;9;5;2;2;9;0;3;2;2;1;3;9;4;25
Région de Bruxelles Capitale;Stomatologie;55;18;37;0;3;0;2;1;2;2;4;4;0;5;4;1;2;2;1;3;19
Région de Bruxelles Capitale;Dermato-vénéréologie;134;97;37;0;11;10;8;11;11;9;11;26;0;2;2;3;2;0;6;4;18
Région de Bruxelles Capitale;Pédiatrie;354;246;108;0;39;29;33;33;23;22;14;53;0;12;11;5;6;8;6;6;54
Région de Bruxelles Capitale;Médecine physique et réadaptation;43;28;15;0;9;0;3;3;3;4;3;3;0;0;1;0;1;0;1;5;7
Région de Bruxelles Capitale;Biologie clinique;99;54;45;0;2;5;1;2;6;5;12;21;0;4;2;1;0;1;4;6;27
Région de Bruxelles Capitale;Radiodiagnostic;228;99;129;0;16;12;14;6;9;15;5;22;1;18;14;10;6;9;10;17;44
Région de Bruxelles Capitale;Radiothérapie-oncologie;21;16;5;0;1;1;1;3;1;2;3;4;0;1;1;1;0;0;0;1;1
Région de Bruxelles Capitale;Médecine nucléaire;46;16;30;0;1;3;2;3;0;2;2;3;0;2;4;1;5;2;2;3;11
Région de Bruxelles Capitale;Anatomie pathologique;46;30;16;0;3;5;1;4;3;2;3;9;0;1;0;0;1;2;2;4;6
Région de Bruxelles Capitale;Oncologie médicale;56;31;25;0;7;5;7;3;3;2;1;3;0;2;1;4;3;2;4;1;8
Région de Bruxelles Capitale;Génétique clinique;10;8;2;0;0;1;0;2;2;1;0;2;0;0;0;0;1;0;0;0;1
Région de Bruxelles Capitale;Médecine du travail;74;43;31;0;0;1;1;4;9;7;9;12;0;0;0;0;0;1;1;5;24
Région de Bruxelles Capitale;Médecine d'assurance et expertise médicale;42;18;24;0;0;0;0;2;3;0;2;11;0;0;0;0;2;0;3;8;11
