Territoire-Spécialité;Unnamed: 1;Total;Genre;Unnamed: 4;Femme;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Homme;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22
;Gériatrie;9.0;7;2;0;2;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;2
;Médecine d'urgence;4.0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0
;Anesthésie-réanimation;43.0;18;25;0;2;3;6;1;3;1;2;0;0;2;1;2;1;2;5;6;6
;Chirurgie;30.0;7;23;0;1;1;3;2;0;0;0;0;0;0;1;2;3;2;3;3;9
;Neurochirurgie;3.0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
;"Chirurgie plastique,
reconstructrice et esthétique";1.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
;Urologie;10.0;1;9;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;2;4
;Chirurgie orthopédique;26.0;2;24;0;0;0;0;1;0;1;0;0;0;2;1;1;3;3;4;3;7
;Neurologie;9.0;6;3;0;1;0;1;2;1;1;0;0;0;0;0;0;0;1;0;2;0
;Psychiatrie;19.0;6;13;0;0;1;0;1;1;1;1;1;0;0;0;0;2;1;2;0;8
;Neuropsychiatrie;3.0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";5.0;5;0;0;0;1;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie adulte";5.0;3;2;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0
;Pneumologie;9.0;2;7;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;2;2;0
;Gastro-entérologie;9.0;3;6;0;0;1;0;0;1;1;0;0;0;0;1;1;1;1;1;0;1
;Cardiologie;19.0;4;15;0;1;2;0;0;0;0;1;0;0;1;0;1;3;2;1;1;6
;Médecine interne;33.0;10;23;0;1;1;3;2;2;1;0;0;0;0;0;7;3;3;2;1;7
;Rhumatologie;4.0;2;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
;Médecine aiguë;6.0;3;3;0;0;0;1;0;0;0;2;0;0;0;0;0;0;1;1;1;0
;Gynécologie-obstétrique;31.0;13;18;0;1;5;2;2;2;1;0;0;0;0;1;1;2;2;3;3;6
;Ophtalmologie;19.0;9;10;0;1;0;1;1;1;0;2;3;0;0;0;0;1;2;1;2;4
;Oto-rhino-laryngologie;11.0;6;5;0;0;0;2;1;3;0;0;0;0;0;0;0;0;1;1;0;3
;Stomatologie;6.0;3;3;0;0;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;2
;Dermato-vénéréologie;7.0;6;1;0;1;1;0;0;2;1;0;1;0;0;0;0;0;0;0;0;1
;Pédiatrie;36.0;26;10;0;3;2;6;5;2;2;2;4;0;0;0;1;0;1;1;1;6
;"Médecine physique et
réadaptation";8.0;3;5;0;1;0;0;2;0;0;0;0;0;0;1;0;0;1;0;0;3
;Biologie clinique;11.0;5;6;0;0;0;0;0;1;2;1;1;0;0;0;0;0;0;0;0;6
;Radiodiagnostic;38.0;9;29;0;0;1;2;2;1;1;1;1;0;0;0;3;2;4;7;5;8
;Radiothérapie - oncologie;2.0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
;Médecine nucléaire;6.0;2;4;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;2
;Anatomie pathologique;2.0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
;Oncologie médicale;4.0;2;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0
;Médecine du travail;33.0;18;15;0;0;1;3;3;3;2;3;3;0;0;0;3;3;2;1;3;3
;"Médecine d'assurance et
expertise médicale";22.0;5;17;0;0;0;0;0;3;0;2;0;0;0;0;0;0;2;1;5;9
"Région de
Bruxelles
Capitale";Toutes les spécialités;3830.0;1855;1975;7;270;252;261;191;182;176;178;338;1;153;137;180;144;178;214;220;748
;Gériatrie;34.0;24;10;0;3;9;5;3;2;1;1;0;0;0;2;1;0;1;2;2;2
;Médecine d'urgence;40.0;21;19;0;6;8;3;1;1;2;0;0;0;4;5;5;2;2;0;1;0
;Médecine légale;2.0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Gestion de données de santé;11.0;6;5;0;0;0;0;1;3;0;2;0;0;0;0;1;0;0;2;2;0
;Anesthésie-réanimation;273.0;135;138;1;22;17;13;17;13;9;15;28;0;26;18;15;15;21;12;10;21
;Chirurgie;207.0;52;155;0;9;9;7;4;4;5;6;8;0;9;11;16;9;17;12;12;69
;Neurochirurgie;22.0;3;19;0;2;0;0;1;0;0;0;0;0;0;3;2;3;0;1;3;7
;"Chirurgie plastique,
reconstructrice et esthétique";37.0;9;28;0;1;3;2;0;0;1;1;1;0;0;2;5;4;2;4;2;9
;Urologie;45.0;4;41;0;0;1;3;0;0;0;0;0;0;4;3;4;4;2;5;4;15
;Chirurgie orthopédique;113.0;18;95;0;2;4;1;1;3;3;1;3;0;11;7;9;8;6;12;7;35
;Neurologie;80.0;43;37;0;4;8;9;5;6;3;5;3;0;5;5;7;4;6;5;2;3
;Psychiatrie;260.0;110;150;0;0;2;5;15;20;25;13;30;0;0;0;5;8;12;20;24;81
;Neuropsychiatrie;33.0;12;21;0;0;0;0;0;0;1;2;9;0;0;0;0;0;0;0;1;20
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";52.0;38;14;0;8;13;7;3;3;2;0;2;0;5;1;4;0;0;1;2;1
;"Psychiatrie, particulièrement en
psychiatrie adulte";101.0;61;40;0;14;8;11;10;4;6;3;5;0;3;5;18;4;1;3;3;3
;Pneumologie;68.0;30;38;0;2;8;4;7;2;1;2;4;0;2;2;4;1;4;5;7;13
;Gastro-entérologie;99.0;37;62;0;4;6;8;7;1;4;3;4;0;3;6;5;5;8;5;6;24
;Cardiologie;196.0;69;127;0;4;20;10;5;7;6;9;8;0;11;9;14;10;11;22;11;39
;Médecine interne;338.0;141;197;0;29;18;35;15;11;10;7;16;0;14;17;15;18;16;18;20;79
;Rhumatologie;40.0;17;23;0;1;3;2;2;2;2;1;4;0;2;0;0;0;4;3;2;12
;Médecine aiguë;36.0;21;15;1;3;3;3;4;2;1;2;2;0;0;1;1;1;4;3;2;3
;Gynécologie-obstétrique;291.0;178;113;0;38;29;23;13;13;21;18;23;0;6;4;11;6;10;8;16;52
;Ophtalmologie;168.0;103;65;3;15;14;13;6;6;6;12;28;1;7;3;6;9;7;7;4;21
;Oto-rhino-laryngologie;95.0;39;56;0;8;0;9;6;3;2;2;9;0;3;2;2;1;8;11;6;23
;Stomatologie;58.0;21;37;0;2;1;4;1;3;1;4;5;0;3;1;3;2;1;3;6;18
;Dermato-vénéréologie;132.0;96;36;1;13;3;14;8;11;12;6;28;0;2;2;2;1;3;7;3;16
;Pédiatrie;337.0;233;104;0;36;28;41;21;21;19;15;52;0;8;10;6;4;9;4;10;53
;"Médecine physique et
réadaptation";46.0;28;18;1;7;1;6;2;4;4;0;3;0;1;1;0;1;0;3;6;6
;Biologie clinique;103.0;58;45;0;6;3;2;5;7;5;13;17;0;1;1;3;1;2;5;8;24
;Radiodiagnostic;215.0;88;127;0;15;15;7;5;15;7;12;12;0;17;8;10;9;14;14;15;40
;Radiothérapie - oncologie;21.0;17;4;0;0;3;0;5;2;1;2;4;0;0;2;0;0;0;1;0;1
;Médecine nucléaire;43.0;14;29;0;0;4;2;1;0;3;1;3;0;3;3;1;5;0;2;3;12
;Anatomie pathologique;47.0;32;15;0;7;3;2;3;2;3;2;10;0;1;1;1;2;0;2;2;6
;Oncologie médicale;56.0;31;25;0;7;8;5;2;4;2;0;3;0;2;1;1;6;4;2;2;7
;Génétique clinique;2.0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
;Médecine du travail;83.0;46;37;0;1;0;5;9;5;8;10;8;0;0;0;2;0;0;7;8;20
;"Médecine d'assurance et
expertise médicale";46.0;18;28;0;0;0;0;3;2;0;8;5;0;0;0;1;1;3;3;8;12
