Gebied-Specialiteit;Unnamed: 1;Totaal;Geslacht;Unnamed: 4;Vrouw;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Man;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";85.0;44;41;0;33;11;0;0;0;0;0;0;1;27;11;1;1;0;0;0;0;0
;Pneumologie;19.0;11;8;0;7;4;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0
;Gastro-enterologie;28.0;17;11;0;6;10;1;0;0;0;0;0;0;5;6;0;0;0;0;0;0;0
;Cardiologie;48.0;24;24;0;7;17;0;0;0;0;0;0;0;12;11;1;0;0;0;0;0;0
;Inwendige geneeskunde;178.0;95;83;15;71;9;0;0;0;0;0;0;9;56;16;2;0;0;0;0;0;0
;Reumatologie;12.0;9;3;0;0;9;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
;Acute geneeskunde;1.0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gynaecologie-verloskunde;75.0;64;11;5;45;13;1;0;0;0;0;0;0;5;6;0;0;0;0;0;0;0
;Oftalmologie;41.0;12;29;1;9;2;0;0;0;0;0;0;3;19;6;1;0;0;0;0;0;0
;Otorhinolaryngologie;31.0;16;15;0;14;2;0;0;0;0;0;0;2;11;2;0;0;0;0;0;0;0
;Stomatologie;15.0;5;10;1;2;2;0;0;0;0;0;0;0;7;3;0;0;0;0;0;0;0
;Dermato-venereologie;36.0;29;7;2;23;4;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0
;Pediatrie;105.0;89;16;7;65;16;1;0;0;0;0;0;1;13;2;0;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;21.0;10;11;0;8;2;0;0;0;0;0;0;0;7;4;0;0;0;0;0;0;0
;Klinische biologie;17.0;8;9;0;7;1;0;0;0;0;0;0;0;5;3;1;0;0;0;0;0;0
;Röntgendiagnose;81.0;39;42;0;33;4;2;0;0;0;0;0;2;23;15;2;0;0;0;0;0;0
;Radiotherapie-oncologie;10.0;5;5;0;4;1;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0
;Nucleaire geneeskunde;16.0;5;11;0;4;0;1;0;0;0;0;0;0;6;5;0;0;0;0;0;0;0
;Pathologische anatomie;12.0;9;3;0;6;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
;Medische oncologie;16.0;9;7;0;3;6;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0
;Klinische genetica;7.0;5;2;0;2;2;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0
;Arbeidsgeneeskunde;26.0;13;13;0;1;3;1;2;4;1;1;0;0;2;0;3;4;2;1;0;1;0
;"Verzekeringsgeneeskunde en
medische expertise";4.0;1;3;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0
